,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
19,2020-03-29,50.4,126,0.0,-,-13.0,0.0,45.0,7343.0,wukong_prime_set
3,2020-03-29,46.1,173,-0.1,▼,-10.0,-0.2,24.0,6293.0,mesa_prime_set
6,2020-03-29,90.9,184,0.0,-,-25.0,0.0,24.0,10692.0,ivara_prime_set
5,2020-03-29,58.6,160,0.7,▲,15.0,1.2,21.0,4731.0,limbo_prime_set
1,2020-03-29,43.5,130,-0.5,▼,-6.0,-1.1,20.0,5200.0,equinox_prime_set
4,2020-03-29,147.8,60,-1.2,▼,18.0,-0.8,19.0,2784.0,ember_prime_set
23,2020-03-29,86.7,89,-1.5,▼,-31.0,-1.7,19.0,4395.0,nekros_prime_set
44,2020-03-29,39.4,37,-0.5,▼,5.0,-1.3,16.0,1563.0,akjagara_prime_set
182,2020-03-29,47.5,50,1.0,▲,5.0,2.2,16.0,163.0,primed_continuity
183,2020-03-29,46.0,39,2.0,▲,5.0,4.5,14.0,137.0,primed_flow
