,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
303,2020-09-01,49.0,116,0.0,-,60.0,0.0,-102.0,31274.0,arcane_energize
13,2020-09-01,55.9,119,-0.6,▼,12.0,-1.1,-64.0,15160.0,nova_prime_set
142,2020-09-01,32.2,36,0.2,▲,-2.0,0.6,-39.0,6464.0,growing_power
98,2020-09-01,58.3,34,1.0,▲,-14.0,1.7,-32.0,4598.0,karyst_prime_set
8,2020-09-01,49.4,71,0.4,▲,-5.0,0.8,-31.0,20041.0,chroma_prime_set
72,2020-09-01,161.3,64,1.3,▲,54.0,0.8,-30.0,9177.0,kronen_prime_set
265,2020-09-01,61.3,30,0.5,▲,50.0,0.8,-27.0,4346.0,primed_flow
38,2020-09-01,44.9,61,0.5,▲,30.0,1.1,-25.0,13904.0,rubico_prime_set
27,2020-09-01,87.6,202,-1.6,▼,-19.0,-1.8,-24.0,14738.0,inaros_prime_set
16,2020-09-01,89.6,52,0.0,-,22.0,0.0,-17.0,10737.0,valkyr_prime_set
