,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
18,2020-09-01,137.5,75,0.6,▲,54.0,0.4,33.0,10851.0,ash_prime_set
9,2020-09-01,98.5,51,-0.4,▼,13.0,-0.4,30.0,7276.0,nyx_prime_set
26,2020-09-01,36.0,125,0.8,▲,-27.0,2.3,29.0,21463.0,atlas_prime_set
3,2020-09-01,155.8,98,-0.3,▼,8.0,-0.2,28.0,14202.0,rhino_prime_set
2,2020-09-01,36.7,83,0.8,▲,-18.0,2.2,26.0,19659.0,equinox_prime_set
14,2020-09-01,149.6,119,0.0,-,36.0,0.0,24.0,19422.0,saryn_prime_set
419,2020-09-01,34.0,52,0.6,▲,18.0,1.8,23.0,3001.0,jolt
48,2020-09-01,34.9,41,0.7,▲,-8.0,2.0,18.0,5538.0,akjagara_prime_set
1,2020-09-01,50.1,172,0.0,-,-14.0,0.0,17.0,8452.0,titania_prime_set
15,2020-09-01,69.5,107,-0.4,▼,34.0,-0.6,17.0,15395.0,mirage_prime_set
