,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
4,2020-09-01,35.7,215,0.5,▲,-26.0,1.4,11.0,26900.0,mesa_prime_set
27,2020-09-01,87.6,202,-1.6,▼,-19.0,-1.8,-24.0,14738.0,inaros_prime_set
7,2020-09-01,49.7,190,0.4,▲,-58.0,0.8,8.0,31915.0,ivara_prime_set
20,2020-09-01,30.5,177,0.0,-,-45.0,0.0,-4.0,26603.0,wukong_prime_set
1,2020-09-01,50.1,172,0.0,-,-14.0,0.0,17.0,8452.0,titania_prime_set
304,2020-09-01,44.5,156,-0.8,▼,26.0,-1.8,-6.0,20745.0,arcane_grace
26,2020-09-01,36.0,125,0.8,▲,-27.0,2.3,29.0,21463.0,atlas_prime_set
13,2020-09-01,55.9,119,-0.6,▼,12.0,-1.1,-64.0,15160.0,nova_prime_set
14,2020-09-01,149.6,119,0.0,-,36.0,0.0,24.0,19422.0,saryn_prime_set
303,2020-09-01,49.0,116,0.0,-,60.0,0.0,-102.0,31274.0,arcane_energize
