,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
378,2020-05-22,99.5,158,-18.4,▼,7.0,-15.6,139.0,740.0,primed_reach
342,2020-05-22,75.4,58,-10.0,▼,-2.0,-11.7,49.0,256.0,primed_heated_charge
114,2020-05-22,98.0,49,-7.0,▼,14.0,-6.7,48.0,328.0,machete_wraith
19,2020-05-22,33.5,133,3.7,▲,-39.0,12.4,44.0,14073.0,wukong_prime_set
11,2020-05-22,94.2,83,-1.5,▼,9.0,-1.6,43.0,6971.0,hydroid_prime_set
103,2020-05-22,55.5,42,-5.4,▼,6.0,-8.9,40.0,179.0,viper_wraith
13,2020-05-22,149.0,77,0.2,▲,37.0,0.1,23.0,10940.0,saryn_prime_set
45,2020-05-22,61.8,33,-3.0,▼,7.0,-4.6,22.0,1259.0,aklex_prime_set
17,2020-05-22,118.1,53,-0.6,▼,39.0,-0.5,22.0,5903.0,ash_prime_set
345,2020-05-22,48.8,18,-6.5,▼,-2.0,-11.8,17.0,57.0,primed_quickdraw
