,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
25,2020-02-01,49.7,122,-1.4,▼,-5.0,-2.7,61.0,1579.0,atlas_prime_set
19,2020-02-01,52.5,126,-1.0,▼,-5.0,-1.9,51.0,1555.0,wukong_prime_set
6,2020-02-01,110.0,178,-2.1,▼,-9.0,-1.9,47.0,2528.0,ivara_prime_set
12,2020-02-01,121.9,63,-0.5,▼,8.0,-0.4,28.0,798.0,nova_prime_set
3,2020-02-01,48.2,104,-0.4,▼,-2.0,-0.8,24.0,1267.0,mesa_prime_set
9,2020-02-01,161.7,48,0.0,-,11.0,0.0,23.0,559.0,frost_prime_set
4,2020-02-01,144.6,48,0.0,-,11.0,0.0,22.0,621.0,ember_prime_set
40,2020-02-01,43.4,34,-1.0,▼,-2.0,-2.3,21.0,320.0,vectis_prime_set
17,2020-02-01,59.7,57,-0.5,▼,-8.0,-0.8,20.0,761.0,ash_prime_set
35,2020-02-01,89.0,28,-0.6,▼,11.0,-0.7,15.0,387.0,soma_prime_set
