,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
351,2020-07-12,96.9,17,-13.0,▼,6.0,-11.8,-2.0,1020.0,primed_target_cracker
118,2020-07-12,90.5,13,-10.5,▼,10.0,-10.4,5.0,862.0,mara_detron
337,2020-07-12,71.5,28,-8.3,▼,8.0,-10.4,9.0,1241.0,jolt
189,2020-07-12,85.9,53,-9.5,▼,49.0,-10.0,6.0,3961.0,primed_continuity
326,2020-07-12,78.8,32,-7.0,▼,-2.0,-8.2,16.0,273.0,split_flights
271,2020-07-12,84.9,24,-6.9,▼,25.0,-7.5,10.0,1380.0,primed_cryo_rounds
307,2020-07-12,62.9,15,-4.5,▼,-3.0,-6.7,6.0,547.0,primed_ravage
305,2020-07-12,66.7,15,-4.0,▼,5.0,-5.7,8.0,611.0,primed_charged_shell
381,2020-07-12,71.0,41,-3.7,▼,16.0,-5.0,1.0,1418.0,primed_fever_strike
401,2020-07-12,59.3,41,-3.0,▼,4.0,-4.8,-28.0,1408.0,voltaic_strike
