,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
327,2020-11-10,71.3,160,1.0,▲,101.0,1.4,21.0,42453.0,arcane_energize
12,2020-11-10,34.3,89,-0.3,▼,-83.0,-0.9,-5.0,38642.0,ivara_prime_set
9,2020-11-10,46.7,111,0.8,▲,-16.0,1.7,-14.0,38193.0,mesa_prime_set
25,2020-11-10,32.0,68,0.0,-,-41.0,0.0,-49.0,34523.0,wukong_prime_set
328,2020-11-10,43.8,77,-0.1,▼,24.0,-0.2,10.0,27338.0,arcane_grace
31,2020-11-10,32.8,54,0.0,-,-37.0,0.0,-15.0,26125.0,atlas_prime_set
7,2020-11-10,30.9,99,0.2,▲,-32.0,0.7,3.0,25304.0,equinox_prime_set
19,2020-11-10,173.5,67,-0.3,▼,59.0,-0.2,-4.0,25277.0,saryn_prime_set
13,2020-11-10,65.9,38,-0.2,▼,15.0,-0.3,-42.0,24925.0,chroma_prime_set
32,2020-11-10,59.6,77,0.1,▲,-50.0,0.2,-46.0,23304.0,inaros_prime_set
