,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
83,2020-10-08,45.8,44,-3.6,▼,7.0,-7.3,-14.0,8193.0,reaper_prime_set
75,2020-10-08,49.3,21,-2.9,▼,-2.0,-5.6,-1.0,3021.0,glaive_prime_set
32,2020-10-08,44.5,25,-1.5,▼,-66.0,-3.3,7.0,11241.0,baza_prime_set
9,2020-10-08,80.1,99,-2.5,▼,23.0,-3.0,51.0,12246.0,ember_prime_set
419,2020-10-08,162.5,14,-4.9,▼,45.0,-2.9,9.0,2437.0,primed_target_cracker
315,2020-10-08,44.7,114,-1.2,▼,28.0,-2.6,-10.0,24569.0,arcane_grace
42,2020-10-08,42.9,13,-1.0,▼,3.0,-2.3,-3.0,3392.0,latron_prime_set
184,2020-10-08,87.4,27,-1.9,▼,11.0,-2.1,20.0,568.0,primed_animal_instinct
14,2020-10-08,80.0,57,-1.6,▼,16.0,-2.0,-9.0,9751.0,frost_prime_set
100,2020-10-08,46.8,18,-0.9,▼,-42.0,-1.9,-2.0,5356.0,panthera_prime_set
