,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
3,2020-07-08,159.0,26,0.7,▲,12.0,0.4,-28.0,10854.0,rhino_prime_set
8,2020-07-08,41.9,67,0.5,▲,-13.0,1.2,-26.0,15603.0,chroma_prime_set
19,2020-07-08,59.8,15,-0.2,▼,36.0,-0.3,-22.0,6172.0,zephyr_prime_set
64,2020-07-08,71.0,13,0.2,▲,-5.0,0.3,-20.0,2251.0,dual_kamas_prime_set
13,2020-07-08,55.0,61,0.1,▲,9.0,0.2,-19.0,10814.0,nova_prime_set
259,2020-07-08,43.7,17,1.6,▲,4.0,3.8,-18.0,2269.0,hammer_shot
79,2020-07-08,32.7,10,-0.5,▼,-18.0,-1.5,-15.0,3654.0,silva_and_aegis_prime_set
230,2020-07-08,32.9,67,0.6,▲,29.0,1.9,-13.0,20914.0,arcane_energize
189,2020-07-08,101.0,13,-1.0,▼,52.0,-1.0,-13.0,3822.0,primed_continuity
29,2020-07-08,54.7,47,-0.2,▼,-1.0,-0.4,-13.0,47.0,corinth_prime_set
