,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
20,2020-07-08,40.6,105,5.1,▲,-36.0,14.4,31.0,19177.0,wukong_prime_set
4,2020-07-08,37.4,95,0.0,-,-22.0,0.0,26.0,18644.0,mesa_prime_set
1,2020-07-08,68.1,115,-0.2,▼,-1.0,-0.3,22.0,115.0,titania_prime_set
12,2020-07-08,92.0,48,0.5,▲,10.0,0.5,22.0,9263.0,hydroid_prime_set
22,2020-07-08,88.2,42,-0.3,▼,19.0,-0.3,19.0,6110.0,banshee_prime_set
383,2020-07-08,48.1,32,0.0,-,5.0,0.0,18.0,2422.0,bullet_dance
283,2020-07-08,38.5,26,-0.4,▼,5.0,-1.0,11.0,1151.0,blaze
10,2020-07-08,177.1,33,-2.7,▼,33.0,-1.5,11.0,6102.0,frost_prime_set
231,2020-07-08,32.9,104,-0.3,▼,15.0,-0.9,11.0,13353.0,arcane_grace
43,2020-07-08,98.4,20,-0.3,▼,20.0,-0.3,11.0,3296.0,vectis_prime_set
