,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
225,2020-10-28,31.4,22,-1.1,▼,-2.0,-3.4,3.0,2140.0,critical_focus
159,2020-10-28,36.4,12,-1.3,▼,3.0,-3.4,-1.0,3009.0,secura_lecta
354,2020-10-28,51.2,13,-1.7,▼,10.0,-3.2,-5.0,4722.0,hammer_shot
357,2020-10-28,53.6,10,-1.8,▼,20.0,-3.2,-5.0,5344.0,high_voltage
86,2020-10-28,32.7,52,-1.0,▼,-10.0,-3.0,25.0,9183.0,reaper_prime_set
193,2020-10-28,71.4,12,-1.8,▼,10.0,-2.5,7.0,375.0,primed_regen
148,2020-10-28,32.7,13,-0.8,▼,0.0,-2.4,1.0,2870.0,sancti_castanas
480,2020-10-28,52.5,28,-1.1,▼,5.0,-2.1,17.0,6496.0,bullet_dance
58,2020-10-28,67.2,18,-1.4,▼,8.0,-2.0,7.0,2954.0,aklex_prime_set
416,2020-10-28,55.7,16,-1.0,▼,41.0,-1.8,2.0,4155.0,jolt
