,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-02-02,108.6,126,-1.4,▼,-10.0,-1.3,-52.0,2654.0,ivara_prime_set
25,2020-02-02,49.8,90,0.1,▲,-4.0,0.2,-32.0,1669.0,atlas_prime_set
9,2020-02-02,162.0,27,0.3,▲,12.0,0.2,-21.0,586.0,frost_prime_set
44,2020-02-02,42.9,17,0.8,▲,6.0,1.9,-19.0,357.0,akjagara_prime_set
12,2020-02-02,122.3,46,0.4,▲,9.0,0.3,-17.0,844.0,nova_prime_set
19,2020-02-02,51.5,109,-1.0,▼,-6.0,-1.9,-17.0,1664.0,wukong_prime_set
1,2020-02-02,46.9,61,-1.3,▼,2.0,-2.7,-16.0,1192.0,equinox_prime_set
20,2020-02-02,92.0,41,-1.7,▼,-11.0,-1.8,-16.0,756.0,vauban_prime_set
17,2020-02-02,59.6,44,-0.1,▼,-9.0,-0.2,-13.0,805.0,ash_prime_set
24,2020-02-02,168.8,42,0.2,▲,7.0,0.1,-10.0,779.0,volt_prime_set
