,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
25,2020-03-07,50.3,150,0.5,▲,-1.0,1.0,81.0,4492.0,atlas_prime_set
6,2020-03-07,98.3,230,4.4,▲,-17.0,4.7,80.0,7009.0,ivara_prime_set
19,2020-03-07,59.9,143,0.1,▲,1.0,0.2,64.0,4854.0,wukong_prime_set
14,2020-03-07,69.3,82,0.0,-,24.0,0.0,37.0,2759.0,mirage_prime_set
20,2020-03-07,117.4,69,0.2,▲,-1.0,0.2,36.0,2206.0,vauban_prime_set
9,2020-03-07,169.4,63,0.1,▲,22.0,0.1,33.0,1614.0,frost_prime_set
26,2020-03-07,92.5,79,2.1,▲,-13.0,2.3,31.0,2321.0,baza_prime_set
12,2020-03-07,136.9,71,0.2,▲,23.0,0.1,31.0,2209.0,nova_prime_set
24,2020-03-07,185.7,72,1.1,▲,20.0,0.6,29.0,2407.0,volt_prime_set
10,2020-03-07,118.5,89,-0.5,▼,16.0,-0.4,24.0,2409.0,trinity_prime_set
