,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
5,2020-10-31,166.4,441,,▲,4.0,,-86.0,2364.0,nezha_prime_set
109,2020-10-31,34.6,228,0.5,▲,2.0,1.5,-30.0,7631.0,melee_riven_mod_(veiled)
34,2020-10-31,151.4,218,,▲,4.0,,-93.0,1347.0,guandao_prime_set
324,2020-10-31,66.8,211,-0.5,▼,93.0,-0.7,60.0,41053.0,arcane_energize
37,2020-10-31,159.8,153,,▲,4.0,,7.0,738.0,zakti_prime_set
9,2020-10-31,52.0,150,-0.1,▼,-8.0,-0.2,43.0,37029.0,mesa_prime_set
111,2020-10-31,30.5,145,0.0,-,-1.0,0.0,20.0,5772.0,rifle_riven_mod_(veiled)
325,2020-10-31,44.2,142,-0.4,▼,25.0,-0.9,67.0,26578.0,arcane_grace
32,2020-10-31,64.1,129,-1.7,▼,-44.0,-2.6,-3.0,22353.0,inaros_prime_set
6,2020-10-31,35.7,109,-1.2,▼,-42.0,-3.3,-18.0,14335.0,titania_prime_set
