,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
28,2020-08-06,49.4,49,2.0,▲,-53.0,4.2,-16.0,8922.0,baza_prime_set
7,2020-08-06,47.5,151,1.5,▲,-53.0,3.3,-18.0,27889.0,ivara_prime_set
20,2020-08-06,34.2,186,-0.6,▼,-43.0,-1.7,-29.0,22635.0,wukong_prime_set
50,2020-08-06,79.0,26,2.0,▲,-36.0,2.6,-11.0,6908.0,aksomati_prime_set
26,2020-08-06,34.6,112,-0.1,▼,-25.0,-0.3,-22.0,18571.0,atlas_prime_set
4,2020-08-06,36.3,180,0.0,-,-24.0,0.0,19.0,22267.0,mesa_prime_set
24,2020-08-06,104.8,76,1.3,▲,-22.0,1.3,-4.0,15128.0,nekros_prime_set
2,2020-08-06,34.5,106,0.9,▲,-21.0,2.7,-16.0,17006.0,equinox_prime_set
39,2020-08-06,38.1,45,0.0,-,-18.0,0.0,21.0,5213.0,soma_prime_set
81,2020-08-06,48.7,26,0.1,▲,-16.0,0.2,6.0,3767.0,tekko_prime_set
