,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
75,2020-01-23,33.4,15,1.4,▲,0.0,4.4,1.0,99.0,scindo_prime_set
14,2020-01-23,56.2,43,2.0,▲,7.0,3.7,-4.0,454.0,mirage_prime_set
28,2020-01-23,47.9,24,1.7,▲,1.0,3.7,15.0,117.0,boltor_prime_set
65,2020-01-23,84.7,10,2.8,▲,-2.0,3.4,5.0,89.0,glaive_prime_set
74,2020-01-23,33.9,45,1.0,▲,5.0,3.0,13.0,429.0,redeemer_prime_set
31,2020-01-23,35.8,13,1.0,▲,0.0,2.9,-2.0,99.0,cernos_prime_set
15,2020-01-23,74.8,21,2.0,▲,4.0,2.7,2.0,272.0,valkyr_prime_set
70,2020-01-23,56.6,20,1.5,▲,4.0,2.7,-17.0,244.0,nikana_prime_set
44,2020-01-23,37.9,17,0.9,▲,2.0,2.4,4.0,161.0,akjagara_prime_set
47,2020-01-23,65.4,13,1.5,▲,1.0,2.3,-3.0,136.0,akstiletto_prime_set
