,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
108,2020-09-22,30.1,240,-1.6,▼,-1.0,-5.0,99.0,240.0,rifle_riven_mod_(veiled)
8,2020-09-22,35.3,183,0.0,-,-26.0,0.0,49.0,30988.0,mesa_prime_set
106,2020-09-22,33.8,281,-0.1,▼,-1.0,-0.3,47.0,281.0,melee_riven_mod_(veiled)
9,2020-09-22,169.5,78,-0.4,▼,37.0,-0.2,37.0,11310.0,ember_prime_set
29,2020-09-22,158.9,107,-0.1,▼,12.0,-0.1,25.0,15480.0,volt_prime_set
482,2020-09-22,71.4,41,1.0,▲,24.0,1.4,15.0,3723.0,primed_pressure_point
102,2020-09-22,61.7,22,-1.5,▼,49.0,-2.4,14.0,5888.0,imperator_vandal_set
30,2020-09-22,33.5,93,-0.5,▼,-34.0,-1.5,13.0,23243.0,atlas_prime_set
86,2020-09-22,39.7,26,0.0,-,-13.0,0.0,12.0,5232.0,silva_and_aegis_prime_set
12,2020-09-22,60.1,84,0.0,-,12.0,0.0,12.0,22080.0,chroma_prime_set
