,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
98,2020-03-22,38.0,17,1.3,▲,5.0,3.5,6.0,484.0,secura_penta
42,2020-03-22,44.1,18,1.5,▲,9.0,3.5,5.0,830.0,akbolto_prime_set
5,2020-03-22,54.0,84,1.5,▲,10.0,2.9,-12.0,3877.0,limbo_prime_set
45,2020-03-22,50.9,19,1.4,▲,0.0,2.8,14.0,611.0,aklex_prime_set
32,2020-03-22,50.6,15,1.3,▲,6.0,2.6,1.0,690.0,latron_prime_set
76,2020-03-22,37.6,29,0.8,▲,-10.0,2.2,2.0,1375.0,silva_and_aegis_prime_set
17,2020-03-22,85.6,40,1.8,▲,10.0,2.1,-12.0,2843.0,ash_prime_set
38,2020-03-22,35.8,20,0.6,▲,13.0,1.7,6.0,1235.0,tiberon_prime_set
41,2020-03-22,33.3,33,0.5,▲,9.0,1.5,5.0,1579.0,zhuge_prime_set
3,2020-03-22,46.8,84,0.7,▲,-7.0,1.5,-28.0,5387.0,mesa_prime_set
