,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
3,2020-03-22,46.8,84,0.7,▲,-7.0,1.5,-28.0,5387.0,mesa_prime_set
74,2020-03-22,30.4,48,0.0,-,3.0,0.0,-25.0,3259.0,redeemer_prime_set
1,2020-03-22,45.7,88,-0.4,▼,-2.0,-0.9,-18.0,4534.0,equinox_prime_set
22,2020-03-22,49.9,35,-0.3,▼,-11.0,-0.6,-18.0,2438.0,oberon_prime_set
18,2020-03-22,49.3,26,0.4,▲,24.0,0.8,-16.0,2175.0,zephyr_prime_set
80,2020-03-22,121.8,92,-3.2,▼,1.0,-2.6,-16.0,2154.0,shedu_set
20,2020-03-22,140.3,39,0.5,▲,8.0,0.4,-13.0,2891.0,vauban_prime_set
17,2020-03-22,85.6,40,1.8,▲,10.0,2.1,-12.0,2843.0,ash_prime_set
5,2020-03-22,54.0,84,1.5,▲,10.0,2.9,-12.0,3877.0,limbo_prime_set
121,2020-03-22,35.6,11,-0.5,▼,-6.0,-1.4,-7.0,394.0,sancti_magistar
