,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
25,2020-04-27,30.8,69,-0.1,▼,-25.0,-0.3,-86.0,10053.0,atlas_prime_set
94,2020-04-27,44.0,15,-10.8,▼,8.0,-19.7,-40.0,483.0,vulkar_wraith
7,2020-04-27,33.3,97,-0.1,▼,-18.0,-0.3,-34.0,8262.0,chroma_prime_set
2,2020-04-27,158.7,50,0.2,▲,13.0,0.1,-30.0,6739.0,rhino_prime_set
13,2020-04-27,146.7,66,0.0,-,35.0,0.0,-30.0,8838.0,saryn_prime_set
12,2020-04-27,166.3,43,-0.1,▼,46.0,-0.1,-29.0,5707.0,nova_prime_set
159,2020-04-27,34.8,46,0.0,-,-5.0,0.0,-26.0,2614.0,augur_secrets
20,2020-04-27,166.2,43,0.4,▲,30.0,0.2,-25.0,4717.0,vauban_prime_set
15,2020-04-27,90.1,48,0.0,-,21.0,0.0,-22.0,4542.0,valkyr_prime_set
23,2020-04-27,80.0,67,0.0,-,-38.0,0.0,-21.0,7163.0,nekros_prime_set
