,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
22,22,2020-02-04,267.3,26,1.0,▲,12.0,0.4,-9.0,562.0,loki_prime_set
22,22,2020-02-04,46.3,62,-0.5,▼,0.0,-1.1,22.0,1294.0,equinox_prime_set
22,22,2020-02-04,152.0,46,-0.3,▼,7.0,-0.2,-9.0,1080.0,rhino_prime_set
22,22,2020-02-04,47.4,53,-0.3,▼,-4.0,-0.6,-36.0,1528.0,mesa_prime_set
22,22,2020-02-04,144.3,29,-0.4,▼,10.0,-0.3,9.0,710.0,ember_prime_set
22,22,2020-02-04,47.4,34,0.1,▲,3.0,0.2,-8.0,1060.0,limbo_prime_set
22,22,2020-02-04,107.7,130,-0.1,▼,-12.0,-0.1,-20.0,2934.0,ivara_prime_set
22,22,2020-02-04,38.9,65,0.0,-,-6.0,0.0,23.0,1128.0,chroma_prime_set
22,22,2020-02-04,86.4,19,-1.0,▼,6.0,-1.1,3.0,499.0,nyx_prime_set
22,22,2020-02-04,161.5,34,-1.5,▼,12.0,-0.9,2.0,652.0,frost_prime_set
22,22,2020-02-04,108.9,54,1.0,▲,10.0,0.9,5.0,940.0,trinity_prime_set
22,22,2020-02-04,98.8,33,0.0,-,8.0,0.0,-4.0,821.0,hydroid_prime_set
22,22,2020-02-04,123.8,38,0.0,-,10.0,0.0,11.0,909.0,nova_prime_set
22,22,2020-02-04,126.2,85,0.1,▲,14.0,0.1,31.0,1354.0,saryn_prime_set
22,22,2020-02-04,59.5,40,0.4,▲,11.0,0.7,-11.0,990.0,mirage_prime_set
22,22,2020-02-04,85.2,37,1.0,▲,13.0,1.2,1.0,676.0,valkyr_prime_set
22,22,2020-02-04,111.8,26,-0.5,▼,15.0,-0.4,-14.0,676.0,mag_prime_set
22,22,2020-02-04,59.0,36,0.0,-,-10.0,0.0,-20.0,897.0,ash_prime_set
22,22,2020-02-04,41.3,32,0.4,▲,8.0,1.0,13.0,538.0,zephyr_prime_set
22,22,2020-02-04,51.4,83,0.8,▲,-6.0,1.6,-20.0,1850.0,wukong_prime_set
22,22,2020-02-04,91.5,61,-0.5,▼,-12.0,-0.5,26.0,852.0,vauban_prime_set
22,22,2020-02-04,88.2,42,0.3,▲,11.0,0.3,7.0,626.0,banshee_prime_set
22,22,2020-02-04,102.0,36,-0.2,▼,11.0,-0.2,13.0,600.0,oberon_prime_set
22,22,2020-02-04,181.1,53,-0.5,▼,0.0,-0.3,21.0,940.0,nekros_prime_set
22,22,2020-02-04,170.1,70,0.0,-,8.0,0.0,21.0,898.0,volt_prime_set
22,22,2020-02-04,48.8,85,-0.7,▼,-6.0,-1.4,24.0,1815.0,atlas_prime_set
22,22,2020-02-04,98.3,37,0.0,-,-14.0,0.0,-8.0,977.0,baza_prime_set
22,22,2020-02-04,69.3,9,0.4,▲,10.0,0.6,-8.0,301.0,boar_prime_set
22,22,2020-02-04,49.2,10,-1.0,▼,3.0,-2.0,5.0,240.0,boltor_prime_set
22,22,2020-02-04,8.6,13,0.3,▲,6.0,3.6,0.0,365.0,braton_prime_set
22,22,2020-02-04,8.9,13,0.2,▲,6.0,2.3,1.0,186.0,burston_prime_set
22,22,2020-02-04,39.1,5,1.1,▲,1.0,2.9,-1.0,205.0,cernos_prime_set
22,22,2020-02-04,47.7,16,0.0,-,-1.0,0.0,12.0,180.0,latron_prime_set
22,22,2020-02-04,8.8,12,0.5,▲,-3.0,6.0,-10.0,372.0,paris_prime_set
22,22,2020-02-04,26.1,29,0.2,▲,3.0,0.8,-26.0,1045.0,rubico_prime_set
22,22,2020-02-04,89.0,15,0.0,-,11.0,0.0,7.0,437.0,soma_prime_set
22,22,2020-02-04,21.7,12,-0.1,▼,4.0,-0.5,-6.0,353.0,stradavar_prime_set
22,22,2020-02-04,37.4,7,0.0,-,7.0,0.0,-4.0,235.0,sybaris_prime_set
22,22,2020-02-04,28.2,19,-0.6,▼,3.0,-2.1,12.0,365.0,tiberon_prime_set
22,22,2020-02-04,62.3,23,-1.5,▼,9.0,-2.4,0.0,491.0,tigris_prime_set
22,22,2020-02-04,40.6,8,-0.5,▼,-5.0,-1.2,-1.0,346.0,vectis_prime_set
22,22,2020-02-04,27.3,16,-0.9,▼,2.0,-3.2,3.0,422.0,zhuge_prime_set
22,22,2020-02-04,39.8,4,-0.9,▼,6.0,-2.2,-4.0,213.0,akbolto_prime_set
21,21,2020-02-04,13.4,3,-1.0,▼,0.0,-6.9,-2.0,89.0,akbronco_prime_set
22,22,2020-02-04,39.7,16,-3.5,▼,6.0,-8.1,4.0,385.0,akjagara_prime_set
21,21,2020-02-04,59.0,6,-0.6,▼,1.0,-1.0,-3.0,161.0,aklex_prime_set
22,22,2020-02-04,146.4,38,-2.0,▼,-9.0,-1.3,6.0,760.0,aksomati_prime_set
22,22,2020-02-04,61.6,15,-0.1,▼,-4.0,-0.2,-4.0,337.0,akstiletto_prime_set
22,22,2020-02-04,101.2,3,5.9,▲,3.0,6.2,-2.0,141.0,akvasto_prime_set
22,22,2020-02-04,31.6,13,1.4,▲,5.0,4.6,8.0,239.0,ballistica_prime_set
22,22,2020-02-04,10.5,20,0.6,▲,-2.0,6.1,12.0,305.0,bronco_prime_set
22,22,2020-02-04,60.9,11,-0.5,▼,0.0,-0.8,3.0,275.0,euphona_prime_set
22,22,2020-02-04,62.8,16,-0.9,▼,5.0,-1.4,6.0,266.0,hikou_prime_set
22,22,2020-02-04,7.7,14,0.0,-,-6.0,0.0,-6.0,385.0,lex_prime_set
22,22,2020-02-04,22.5,33,3.0,▲,8.0,15.4,15.0,740.0,pyrana_prime_set
22,22,2020-02-04,53.1,13,-0.7,▼,4.0,-1.3,5.0,181.0,sicarus_prime_set
22,22,2020-02-04,86.3,14,0.1,▲,2.0,0.1,9.0,153.0,spira_prime_set
22,22,2020-02-04,56.3,18,-0.5,▼,2.0,-0.9,10.0,378.0,vasto_prime_set
22,22,2020-02-04,67.5,6,0.7,▲,10.0,1.0,1.0,137.0,ankyros_prime_set
22,22,2020-02-04,36.5,15,-1.0,▼,8.0,-2.7,-3.0,359.0,dakra_prime_set
22,22,2020-02-04,16.6,18,-0.8,▼,1.0,-4.6,2.0,350.0,destreza_prime_set
22,22,2020-02-04,196.5,4,-4.4,▼,5.0,-2.2,-2.0,135.0,dual_kamas_prime_set
22,22,2020-02-04,10.3,9,-0.1,▼,-5.0,-1.0,4.0,173.0,fang_prime_set
22,22,2020-02-04,16.9,21,-0.5,▼,-4.0,-2.9,5.0,347.0,fragor_prime_set
22,22,2020-02-04,43.1,19,-1.0,▼,-1.0,-2.3,2.0,309.0,galatine_prime_set
22,22,2020-02-04,87.0,12,4.2,▲,0.0,5.1,5.0,207.0,glaive_prime_set
22,22,2020-02-04,20.1,32,-0.9,▼,5.0,-4.3,4.0,521.0,gram_prime_set
21,21,2020-02-04,41.7,6,0.6,▲,6.0,1.5,-2.0,181.0,kogake_prime_set
22,22,2020-02-04,64.7,20,2.5,▲,10.0,4.0,7.0,397.0,kronen_prime_set
22,22,2020-02-04,75.8,5,1.3,▲,7.0,1.7,-5.0,202.0,nami_skyla_prime_set
22,22,2020-02-04,61.4,32,0.5,▲,8.0,0.8,9.0,550.0,nikana_prime_set
22,22,2020-02-04,40.2,27,1.2,▲,-1.0,3.1,10.0,399.0,ninkondi_prime_set
22,22,2020-02-04,11.7,29,1.6,▲,2.0,15.8,7.0,544.0,orthos_prime_set
22,22,2020-02-04,88.2,30,-1.8,▼,5.0,-2.0,7.0,534.0,reaper_prime_set
22,22,2020-02-04,30.4,43,0.0,-,4.0,0.0,7.0,856.0,redeemer_prime_set
22,22,2020-02-04,39.6,5,0.4,▲,7.0,1.0,-4.0,220.0,scindo_prime_set
22,22,2020-02-04,51.1,19,0.5,▲,2.0,1.0,11.0,371.0,silva_and_aegis_prime_set
22,22,2020-02-04,91.4,11,-1.1,▼,-1.0,-1.2,-4.0,295.0,tekko_prime_set
22,22,2020-02-04,41.8,16,0.0,-,5.0,0.0,1.0,295.0,tipedo_prime_set
22,22,2020-02-04,99.0,7,-1.3,▼,6.0,-1.3,-3.0,194.0,venka_prime_set
