,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
30,2021-01-17,171.8,65,-0.6,▼,26.0,-0.3,31.0,21283.0,volt_prime_set
15,2021-01-17,78.8,57,1.0,▲,5.0,1.3,25.0,15564.0,frost_prime_set
337,2021-01-17,37.6,123,0.9,▲,21.0,2.5,23.0,32721.0,arcane_grace
16,2021-01-17,58.1,71,-0.4,▼,1.0,-0.7,22.0,21561.0,trinity_prime_set
110,2021-01-17,81.1,32,-0.3,▼,6.0,-0.4,21.0,426.0,ceti_lacera_blueprint
39,2021-01-17,41.1,34,-0.9,▼,-25.0,-2.1,18.0,8652.0,corinth_prime_set
371,2021-01-17,83.8,21,-3.5,▼,86.0,-4.0,16.0,4238.0,primed_cryo_rounds
25,2021-01-17,36.2,130,-0.4,▼,-36.0,-1.1,14.0,40910.0,wukong_prime_set
470,2021-01-17,92.2,23,-2.0,▼,38.0,-2.1,13.0,5692.0,primed_pressure_point
521,2021-01-17,30.1,21,-1.8,▼,-6.0,-5.6,12.0,5616.0,tempo_royale
