,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
3,2020-01-21,48.3,33,0.3,▲,-1.0,0.6,-43.0,483.0,mesa_prime_set
1,2020-01-21,47.1,37,0.0,-,2.0,0.0,-35.0,508.0,equinox_prime_set
6,2020-01-21,124.1,122,3.0,▲,-2.0,2.5,-21.0,1111.0,ivara_prime_set
13,2020-01-21,118.5,50,2.0,▲,7.0,1.7,-18.0,482.0,saryn_prime_set
9,2020-01-21,152.8,21,-1.5,▼,4.0,-1.0,-16.0,242.0,frost_prime_set
73,2020-01-21,82.4,22,0.4,▲,1.0,0.5,-13.0,200.0,reaper_prime_set
39,2020-01-21,59.0,17,-1.3,▼,5.0,-2.2,-11.0,179.0,tigris_prime_set
16,2020-01-21,105.6,15,1.0,▲,8.0,1.0,-11.0,236.0,mag_prime_set
71,2020-01-21,42.4,12,1.3,▲,2.0,3.2,-10.0,152.0,ninkondi_prime_set
25,2020-01-21,51.9,91,1.3,▲,-4.0,2.6,-8.0,682.0,atlas_prime_set
