,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
12,2020-11-16,34.6,89,0.4,▲,-84.0,1.2,-18.0,39107.0,ivara_prime_set
33,2020-11-16,40.7,30,-1.0,▼,-71.0,-2.4,17.0,12209.0,baza_prime_set
59,2020-11-16,54.5,21,0.0,-,-63.0,0.0,1.0,9600.0,aksomati_prime_set
6,2020-11-16,31.7,80,0.0,-,-49.0,0.0,28.0,15771.0,titania_prime_set
32,2020-11-16,59.8,75,0.0,-,-49.0,0.0,-28.0,23788.0,inaros_prime_set
106,2020-11-16,51.9,24,-1.7,▼,-40.0,-3.2,0.0,6480.0,panthera_prime_set
25,2020-11-16,34.3,54,0.0,-,-36.0,0.0,-1.0,35024.0,wukong_prime_set
31,2020-11-16,33.8,57,0.3,▲,-34.0,0.9,23.0,26429.0,atlas_prime_set
7,2020-11-16,31.7,70,0.0,-,-31.0,0.0,-34.0,25896.0,equinox_prime_set
39,2020-11-16,40.9,28,-0.4,▼,-28.0,-1.0,2.0,6844.0,corinth_prime_set
