,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
11,2020-03-02,95.5,50,-1.0,▼,9.0,-1.0,9.0,2088.0,hydroid_prime_set
57,2020-03-02,59.4,21,-3.5,▼,4.0,-5.6,6.0,846.0,vasto_prime_set
93,2020-03-02,30.8,10,-0.7,▼,6.0,-2.2,5.0,144.0,rakta_cernos
76,2020-03-02,46.2,21,0.3,▲,-1.0,0.7,5.0,944.0,silva_and_aegis_prime_set
73,2020-03-02,94.3,25,-2.7,▼,8.0,-2.8,5.0,1229.0,reaper_prime_set
71,2020-03-02,50.6,20,0.6,▲,6.0,1.2,5.0,988.0,ninkondi_prime_set
47,2020-03-02,67.6,17,0.3,▲,5.0,0.4,5.0,788.0,akstiletto_prime_set
0,2020-03-02,268.5,26,-0.3,▼,10.0,-0.1,4.0,1182.0,loki_prime_set
70,2020-03-02,65.9,31,-0.5,▼,11.0,-0.8,4.0,1338.0,nikana_prime_set
10,2020-03-02,120.0,60,0.6,▲,18.0,0.5,3.0,2109.0,trinity_prime_set
