,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-03-02,92.5,105,-1.8,▼,-18.0,-1.9,-64.0,6333.0,ivara_prime_set
19,2020-03-02,59.9,42,-0.2,▼,1.0,-0.3,-54.0,4411.0,wukong_prime_set
3,2020-03-02,48.8,43,-0.2,▼,-5.0,-0.4,-49.0,3678.0,mesa_prime_set
5,2020-03-02,46.2,22,-0.1,▼,3.0,-0.2,-42.0,2480.0,limbo_prime_set
74,2020-03-02,32.2,22,-0.6,▼,5.0,-1.8,-39.0,2107.0,redeemer_prime_set
1,2020-03-02,47.1,48,-0.7,▼,2.0,-1.5,-33.0,3107.0,equinox_prime_set
13,2020-03-02,130.7,50,1.3,▲,19.0,1.0,-29.0,3353.0,saryn_prime_set
23,2020-03-02,100.7,57,-2.2,▼,-17.0,-2.1,-24.0,2564.0,nekros_prime_set
15,2020-03-02,88.8,37,0.4,▲,15.0,0.5,-18.0,1714.0,valkyr_prime_set
12,2020-03-02,131.1,39,1.9,▲,18.0,1.5,-18.0,2002.0,nova_prime_set
