,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-09-07,47.0,182,-0.5,▼,-61.0,-1.1,10.0,32896.0,ivara_prime_set
28,2020-09-07,56.3,37,-0.9,▼,-51.0,-1.6,-10.0,10318.0,baza_prime_set
20,2020-09-07,34.3,145,-0.1,▼,-41.0,-0.3,-58.0,27528.0,wukong_prime_set
50,2020-09-07,83.8,32,-0.5,▼,-38.0,-0.6,-10.0,7985.0,aksomati_prime_set
11,2020-09-07,33.0,43,-0.2,▼,-35.0,-0.6,-73.0,14225.0,trinity_prime_set
27,2020-09-07,79.1,191,-1.8,▼,-25.0,-2.2,-8.0,15895.0,inaros_prime_set
26,2020-09-07,38.6,53,-0.1,▼,-25.0,-0.3,-33.0,21941.0,atlas_prime_set
4,2020-09-07,36.6,191,0.0,-,-24.0,0.0,-17.0,28023.0,mesa_prime_set
65,2020-09-07,62.8,19,-0.4,▼,-20.0,-0.6,-7.0,3543.0,dual_kamas_prime_set
97,2020-09-07,69.1,43,-1.9,▼,-20.0,-2.7,-4.0,4418.0,panthera_prime_set
