,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
232,2020-09-07,180.9,23,-11.9,▼,3.0,-6.2,-7.0,157.0,necramech_streamline
102,2020-09-07,106.5,10,-5.0,▼,1.0,-4.5,4.0,206.0,vengeful_chill_(kuva_lich_ephemera)
97,2020-09-07,69.1,43,-1.9,▼,-20.0,-2.7,-4.0,4418.0,panthera_prime_set
32,2020-09-07,55.0,14,-1.5,▼,10.0,-2.7,4.0,3043.0,boltor_prime_set
73,2020-09-07,115.4,17,-2.7,▼,21.0,-2.3,-2.0,3617.0,nami_skyla_prime_set
203,2020-09-07,47.2,46,-1.1,▼,8.0,-2.3,-2.0,810.0,dual_rounds
27,2020-09-07,79.1,191,-1.8,▼,-25.0,-2.2,-8.0,15895.0,inaros_prime_set
29,2020-09-07,30.9,32,-0.7,▼,-3.0,-2.2,-23.0,2586.0,pangolin_prime_set
82,2020-09-07,31.9,31,-0.7,▼,-5.0,-2.1,6.0,3898.0,tipedo_prime_set
98,2020-09-07,58.4,52,-1.0,▼,-12.0,-1.7,-9.0,4891.0,karyst_prime_set
