,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
146,146,2020-06-07,309.0,22,0.7,▲,36.0,0.2,-17.0,4471.0,loki_prime_set
146,146,2020-06-07,31.9,102,-0.6,▼,-19.0,-1.8,5.0,12259.0,equinox_prime_set
146,146,2020-06-07,161.9,76,-0.1,▼,15.0,-0.1,8.0,9282.0,rhino_prime_set
146,146,2020-06-07,38.2,83,0.0,-,-22.0,0.0,-28.0,15332.0,mesa_prime_set
146,146,2020-06-07,168.7,57,0.5,▲,38.0,0.3,8.0,6342.0,ember_prime_set
146,146,2020-06-07,70.9,33,-0.4,▼,32.0,-0.6,-26.0,9698.0,limbo_prime_set
146,146,2020-06-07,50.4,107,-0.9,▼,-48.0,-1.8,-28.0,21075.0,ivara_prime_set
146,146,2020-06-07,35.0,96,-0.1,▼,-15.0,-0.3,-47.0,12557.0,chroma_prime_set
146,146,2020-06-07,93.5,34,0.3,▲,17.0,0.3,-6.0,4506.0,nyx_prime_set
146,146,2020-06-07,180.2,43,0.7,▲,37.0,0.4,16.0,5172.0,frost_prime_set
146,146,2020-06-07,50.3,88,-2.0,▼,-1.0,-3.8,7.0,8117.0,trinity_prime_set
146,146,2020-06-07,92.1,71,-1.3,▼,5.0,-1.4,15.0,7844.0,hydroid_prime_set
146,146,2020-06-07,70.9,78,-2.6,▼,24.0,-3.5,14.0,8616.0,nova_prime_set
146,146,2020-06-07,149.5,95,-0.5,▼,38.0,-0.3,27.0,12210.0,saryn_prime_set
146,146,2020-06-07,73.2,81,-1.7,▼,33.0,-2.3,15.0,9553.0,mirage_prime_set
146,146,2020-06-07,95.4,35,-0.4,▼,29.0,-0.4,-13.0,6667.0,valkyr_prime_set
146,146,2020-06-07,131.0,41,0.4,▲,20.0,0.3,6.0,5492.0,mag_prime_set
146,146,2020-06-07,124.8,49,1.3,▲,47.0,1.1,-5.0,6675.0,ash_prime_set
146,146,2020-06-07,58.0,27,-0.5,▼,31.0,-0.9,-7.0,5291.0,zephyr_prime_set
146,146,2020-06-07,35.2,103,-3.5,▼,-36.0,-9.0,-41.0,15921.0,wukong_prime_set
146,146,2020-06-07,169.9,45,-0.6,▼,40.0,-0.4,10.0,6720.0,vauban_prime_set
146,146,2020-06-07,85.7,36,0.7,▲,14.0,0.8,10.0,5120.0,banshee_prime_set
146,146,2020-06-07,45.1,36,0.5,▲,-20.0,1.1,-8.0,6110.0,oberon_prime_set
146,146,2020-06-07,87.7,79,-0.4,▼,-42.0,-0.5,-16.0,11119.0,nekros_prime_set
146,146,2020-06-07,198.6,36,-0.1,▼,31.0,-0.1,-8.0,8150.0,volt_prime_set
146,146,2020-06-07,32.1,88,0.0,-,-24.0,0.0,10.0,13829.0,atlas_prime_set
146,146,2020-06-07,49.8,38,0.3,▲,-42.0,0.6,-4.0,6640.0,baza_prime_set
146,146,2020-06-07,75.5,8,0.5,▲,15.0,0.7,-5.0,1827.0,boar_prime_set
146,146,2020-06-07,47.5,17,-1.4,▼,-7.0,-2.9,4.0,1821.0,boltor_prime_set
146,146,2020-06-07,9.7,41,0.3,▲,6.0,3.2,4.0,3160.0,braton_prime_set
146,146,2020-06-07,7.7,12,0.1,▲,2.0,1.3,-11.0,1651.0,burston_prime_set
146,146,2020-06-07,51.8,13,-0.7,▼,14.0,-1.3,-8.0,2062.0,cernos_prime_set
146,146,2020-06-07,57.0,14,-0.5,▼,3.0,-0.9,7.0,1817.0,latron_prime_set
146,146,2020-06-07,10.2,26,-0.2,▼,-9.0,-1.9,-7.0,2787.0,paris_prime_set
146,146,2020-06-07,23.7,42,0.0,-,6.0,0.0,-27.0,7938.0,rubico_prime_set
146,146,2020-06-07,51.3,37,-1.0,▼,-3.0,-1.9,6.0,3435.0,soma_prime_set
146,146,2020-06-07,15.3,31,-1.0,▼,-5.0,-6.1,-2.0,3410.0,stradavar_prime_set
146,146,2020-06-07,23.6,15,1.0,▲,-10.0,4.4,-5.0,2237.0,sybaris_prime_set
146,146,2020-06-07,40.5,12,0.4,▲,15.0,1.0,-16.0,2613.0,tiberon_prime_set
146,146,2020-06-07,26.1,19,0.1,▲,-15.0,0.4,-10.0,3519.0,tigris_prime_set
146,146,2020-06-07,87.8,19,0.5,▲,12.0,0.6,-2.0,2795.0,vectis_prime_set
146,146,2020-06-07,24.9,19,-0.4,▼,-7.0,-1.6,-1.0,3453.0,zhuge_prime_set
146,146,2020-06-07,54.9,11,1.0,▲,20.0,1.9,-10.0,1923.0,akbolto_prime_set
144,144,2020-06-07,15.1,9,0.1,▲,4.0,0.7,4.0,755.0,akbronco_prime_set
146,146,2020-06-07,35.7,22,0.1,▲,-3.0,0.3,4.0,3323.0,akjagara_prime_set
145,145,2020-06-07,42.6,19,0.5,▲,1.0,1.2,5.0,1504.0,aklex_prime_set
146,146,2020-06-07,79.8,43,0.0,-,-39.0,0.0,9.0,5115.0,aksomati_prime_set
146,146,2020-06-07,90.9,6,-1.8,▼,11.0,-1.9,-10.0,2185.0,akstiletto_prime_set
146,146,2020-06-07,151.8,14,-0.6,▼,18.0,-0.4,5.0,1233.0,akvasto_prime_set
146,146,2020-06-07,39.2,10,0.4,▲,19.0,1.0,-6.0,2103.0,ballistica_prime_set
146,146,2020-06-07,13.4,27,0.8,▲,0.0,6.3,-1.0,2538.0,bronco_prime_set
146,146,2020-06-07,71.3,20,0.9,▲,18.0,1.3,7.0,2232.0,euphona_prime_set
146,146,2020-06-07,58.8,4,-1.9,▼,3.0,-3.1,-4.0,1668.0,hikou_prime_set
146,146,2020-06-07,8.2,26,0.2,▲,-13.0,2.5,2.0,3492.0,lex_prime_set
146,146,2020-06-07,30.1,38,0.2,▲,22.0,0.7,-7.0,5287.0,pyrana_prime_set
146,146,2020-06-07,65.0,11,0.5,▲,19.0,0.8,-7.0,1466.0,sicarus_prime_set
146,146,2020-06-07,107.3,10,0.9,▲,6.0,0.8,1.0,1238.0,spira_prime_set
146,146,2020-06-07,35.9,42,-1.3,▼,-8.0,-3.5,-1.0,3069.0,vasto_prime_set
145,145,2020-06-07,83.0,8,1.3,▲,39.0,1.6,1.0,1140.0,ankyros_prime_set
146,146,2020-06-07,40.7,22,0.0,-,19.0,0.0,3.0,2649.0,dakra_prime_set
146,146,2020-06-07,29.0,8,0.3,▲,13.0,1.0,-13.0,3097.0,destreza_prime_set
146,146,2020-06-07,97.4,29,-5.5,▼,6.0,-5.3,0.0,1554.0,dual_kamas_prime_set
146,146,2020-06-07,9.9,11,0.8,▲,-12.0,8.8,-3.0,1555.0,fang_prime_set
146,146,2020-06-07,30.7,19,1.0,▲,16.0,3.4,-4.0,2571.0,fragor_prime_set
146,146,2020-06-07,20.8,16,-0.5,▼,-25.0,-2.3,-5.0,2737.0,galatine_prime_set
146,146,2020-06-07,97.2,10,0.5,▲,13.0,0.5,2.0,1554.0,glaive_prime_set
146,146,2020-06-07,18.3,53,-0.4,▼,8.0,-2.1,23.0,5067.0,gram_prime_set
145,145,2020-06-07,61.0,14,-0.5,▼,11.0,-0.8,2.0,1514.0,kogake_prime_set
146,146,2020-06-07,144.2,44,-0.5,▼,50.0,-0.3,2.0,4600.0,kronen_prime_set
146,146,2020-06-07,105.2,14,1.0,▲,17.0,1.0,-8.0,1943.0,nami_skyla_prime_set
146,146,2020-06-07,75.0,45,-1.3,▼,23.0,-1.7,3.0,4909.0,nikana_prime_set
146,146,2020-06-07,25.7,22,1.0,▲,-25.0,4.0,-23.0,3630.0,ninkondi_prime_set
