,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
25,2020-04-26,30.9,155,-0.5,▼,-24.0,-1.6,21.0,9984.0,atlas_prime_set
19,2020-04-26,32.6,151,-0.2,▼,-36.0,-0.6,48.0,11046.0,wukong_prime_set
6,2020-04-26,56.5,149,-0.8,▼,-48.0,-1.4,-47.0,15275.0,ivara_prime_set
7,2020-04-26,33.4,131,0.3,▲,-17.0,0.9,-7.0,8165.0,chroma_prime_set
3,2020-04-26,39.3,131,-0.1,▼,-22.0,-0.3,14.0,10306.0,mesa_prime_set
13,2020-04-26,146.7,96,0.9,▲,35.0,0.6,-48.0,8772.0,saryn_prime_set
5,2020-04-26,65.6,95,-0.6,▼,22.0,-0.9,26.0,7424.0,limbo_prime_set
23,2020-04-26,80.0,88,0.2,▲,-38.0,0.3,3.0,7096.0,nekros_prime_set
1,2020-04-26,34.3,85,0.0,-,-17.0,0.0,8.0,8193.0,equinox_prime_set
14,2020-04-26,69.8,81,-0.6,▼,32.0,-0.9,-7.0,6375.0,mirage_prime_set
