,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
155,2020-11-22,84.1,59,-25.0,▼,26.0,-22.9,-4.0,1057.0,prisma_obex
251,2020-11-22,156.9,117,-45.0,▼,8.0,-22.3,36.0,735.0,necramech_streamline
248,2020-11-22,103.3,28,-29.0,▼,2.0,-21.9,23.0,251.0,necramech_seismic_wave
252,2020-11-22,198.4,42,-54.6,▼,1.0,-21.6,19.0,404.0,necramech_thrusters
392,2020-11-22,49.3,15,-12.8,▼,13.0,-20.6,5.0,219.0,primed_cleanse_corpus
471,2020-11-22,45.3,139,-10.6,▼,40.0,-19.0,-2.0,6367.0,primed_reach
429,2020-11-22,53.6,10,-2.9,▼,43.0,-5.1,5.0,4472.0,jolt
269,2020-11-22,47.5,14,-2.3,▼,8.0,-4.6,0.0,3016.0,energy_conversion
154,2020-11-22,32.0,13,-1.5,▼,-1.0,-4.5,-5.0,4407.0,rakta_dark_dagger
106,2020-11-22,44.6,39,-2.0,▼,-44.0,-4.3,14.0,6641.0,panthera_prime_set
