,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
37,2020-11-05,107.9,62,-6.0,▼,-1.0,-5.3,-11.0,1209.0,zakti_prime_set
153,2020-11-05,30.5,14,-1.5,▼,1.0,-4.7,4.0,4206.0,rakta_dark_dagger
5,2020-11-05,112.5,198,-5.3,▼,-1.0,-4.5,-75.0,3823.0,nezha_prime_set
34,2020-11-05,104.2,113,-3.9,▼,-1.0,-3.6,-30.0,2147.0,guandao_prime_set
83,2020-11-05,93.9,42,-3.4,▼,51.0,-3.5,17.0,10526.0,nikana_prime_set
78,2020-11-05,34.5,26,-1.0,▼,-11.0,-2.8,5.0,3671.0,glaive_prime_set
107,2020-11-05,34.5,27,-1.0,▼,-33.0,-2.8,-1.0,6867.0,karyst_prime_set
90,2020-11-05,39.7,13,-1.1,▼,-22.0,-2.7,0.0,5383.0,tekko_prime_set
7,2020-11-05,32.8,72,-0.9,▼,-29.0,-2.7,-16.0,24738.0,equinox_prime_set
218,2020-11-05,32.8,14,-0.9,▼,2.0,-2.7,-1.0,2268.0,critical_focus
