,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
314,2020-11-05,69.5,149,1.0,▲,98.0,1.5,7.0,41807.0,arcane_energize
12,2020-11-05,34.6,72,-0.2,▼,-81.0,-0.6,-15.0,38194.0,ivara_prime_set
9,2020-11-05,47.7,113,-0.7,▼,-13.0,-1.4,37.0,37588.0,mesa_prime_set
25,2020-11-05,32.9,52,0.1,▲,-39.0,0.3,-56.0,33962.0,wukong_prime_set
315,2020-11-05,44.4,39,0.2,▲,26.0,0.5,-10.0,26923.0,arcane_grace
31,2020-11-05,33.6,40,0.0,-,-33.0,0.0,8.0,25838.0,atlas_prime_set
19,2020-11-05,171.0,51,0.8,▲,56.0,0.5,0.0,24912.0,saryn_prime_set
7,2020-11-05,32.8,72,-0.9,▼,-29.0,-2.7,-16.0,24738.0,equinox_prime_set
13,2020-11-05,65.7,49,0.5,▲,15.0,0.8,-20.0,24602.0,chroma_prime_set
32,2020-11-05,60.1,55,-0.2,▼,-49.0,-0.3,-32.0,22832.0,inaros_prime_set
