,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-08-27,42.5,183,1.8,▲,-63.0,4.4,64.0,30948.0,ivara_prime_set
291,2020-08-27,46.9,144,1.0,▲,56.0,2.2,94.0,30120.0,arcane_energize
4,2020-08-27,34.5,238,-0.1,▼,-28.0,-0.3,63.0,25749.0,mesa_prime_set
20,2020-08-27,33.4,212,0.0,-,-46.0,0.0,69.0,25639.0,wukong_prime_set
26,2020-08-27,31.9,131,1.0,▲,-32.0,3.2,58.0,20806.0,atlas_prime_set
292,2020-08-27,47.0,92,0.8,▲,31.0,1.7,-11.0,19851.0,arcane_grace
8,2020-08-27,48.0,109,-0.2,▼,-9.0,-0.4,46.0,19532.0,chroma_prime_set
2,2020-08-27,32.9,128,0.2,▲,-23.0,0.6,42.0,19138.0,equinox_prime_set
14,2020-08-27,150.1,112,0.0,-,36.0,0.0,37.0,18864.0,saryn_prime_set
24,2020-08-27,112.2,92,0.7,▲,-14.0,0.6,38.0,16747.0,nekros_prime_set
