,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
317,2020-11-11,72.0,116,0.7,▲,102.0,1.0,-44.0,42569.0,arcane_energize
12,2020-11-11,34.1,81,-0.2,▼,-84.0,-0.6,-8.0,38723.0,ivara_prime_set
9,2020-11-11,47.7,113,1.0,▲,-15.0,2.1,2.0,38306.0,mesa_prime_set
25,2020-11-11,32.7,73,0.7,▲,-40.0,2.2,5.0,34596.0,wukong_prime_set
318,2020-11-11,43.3,94,-0.5,▼,23.0,-1.1,17.0,27432.0,arcane_grace
31,2020-11-11,32.5,70,-0.3,▼,-38.0,-0.9,16.0,26195.0,atlas_prime_set
7,2020-11-11,30.9,96,0.0,-,-32.0,0.0,-3.0,25400.0,equinox_prime_set
19,2020-11-11,173.6,52,0.1,▲,60.0,0.1,-15.0,25329.0,saryn_prime_set
13,2020-11-11,66.1,31,0.2,▲,16.0,0.3,-7.0,24956.0,chroma_prime_set
32,2020-11-11,59.6,87,0.0,-,-50.0,0.0,10.0,23391.0,inaros_prime_set
