,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
5,2020-11-11,101.7,168,-1.5,▼,-7.0,-1.5,55.0,5070.0,nezha_prime_set
105,2020-11-11,58.4,61,-5.5,▼,57.0,-8.6,44.0,6739.0,imperator_vandal_set
21,2020-11-11,104.2,43,0.9,▲,37.0,0.9,23.0,13578.0,valkyr_prime_set
15,2020-11-11,60.2,70,0.0,-,-12.0,0.0,23.0,12075.0,frost_prime_set
318,2020-11-11,43.3,94,-0.5,▼,23.0,-1.1,17.0,27432.0,arcane_grace
31,2020-11-11,32.5,70,-0.3,▼,-38.0,-0.9,16.0,26195.0,atlas_prime_set
11,2020-11-11,91.7,53,-0.1,▼,53.0,-0.1,16.0,17761.0,limbo_prime_set
416,2020-11-11,85.8,23,2.0,▲,33.0,2.4,15.0,3560.0,primed_pistol_gambit
10,2020-11-11,58.5,63,-0.2,▼,5.0,-0.3,11.0,14733.0,ember_prime_set
57,2020-11-11,40.2,20,0.5,▲,-5.0,1.3,11.0,7298.0,akjagara_prime_set
