,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
272,272,2020-10-11,428.4,21,5.3,▲,84.0,1.3,-2.0,8045.0,loki_prime_set
26,26,2020-10-11,22.8,67,0.9,▲,1.0,4.1,-31.0,1413.0,dethcube_prime_set
26,26,2020-10-11,123.8,18,2.5,▲,13.0,2.1,4.0,308.0,wyrm_prime_set
26,26,2020-10-11,85.1,49,-0.4,▼,6.0,-0.5,6.0,1146.0,helios_prime_set
26,26,2020-10-11,75.6,37,0.6,▲,10.0,0.8,16.0,756.0,carrier_prime_set
96,96,2020-10-11,37.5,86,-0.3,▼,-39.0,-0.8,-24.0,13007.0,titania_prime_set
272,272,2020-10-11,35.9,84,-0.7,▼,-25.0,-1.9,34.0,23038.0,equinox_prime_set
272,272,2020-10-11,190.3,58,1.5,▲,40.0,0.8,-6.0,16592.0,rhino_prime_set
272,272,2020-10-11,38.1,181,0.4,▲,-22.0,1.1,-35.0,34079.0,mesa_prime_set
272,272,2020-10-11,76.0,70,-0.5,▼,20.0,-0.7,-37.0,12509.0,ember_prime_set
272,272,2020-10-11,95.0,54,0.4,▲,56.0,0.4,-15.0,16397.0,limbo_prime_set
272,272,2020-10-11,38.1,73,0.0,-,-76.0,0.0,-31.0,36424.0,ivara_prime_set
272,272,2020-10-11,65.1,85,-0.4,▼,18.0,-0.6,12.0,23313.0,chroma_prime_set
272,272,2020-10-11,120.4,29,-1.3,▼,29.0,-1.1,-15.0,8523.0,nyx_prime_set
272,272,2020-10-11,77.2,75,-0.7,▼,13.0,-0.9,22.0,9956.0,frost_prime_set
272,272,2020-10-11,37.9,77,0.0,-,-36.0,0.0,-3.0,16958.0,trinity_prime_set
272,272,2020-10-11,94.5,42,0.0,-,16.0,0.0,1.0,13267.0,hydroid_prime_set
272,272,2020-10-11,64.6,74,-0.5,▼,16.0,-0.8,7.0,18834.0,nova_prime_set
272,272,2020-10-11,172.4,71,-0.9,▼,54.0,-0.5,-32.0,23276.0,saryn_prime_set
272,272,2020-10-11,93.1,67,-0.4,▼,60.0,-0.4,4.0,18428.0,mirage_prime_set
272,272,2020-10-11,99.1,26,0.0,-,34.0,0.0,-8.0,12455.0,valkyr_prime_set
272,272,2020-10-11,147.2,26,0.8,▲,44.0,0.5,-8.0,10539.0,mag_prime_set
272,272,2020-10-11,142.5,50,-0.5,▼,58.0,-0.3,10.0,12611.0,ash_prime_set
272,272,2020-10-11,70.5,37,-0.3,▼,44.0,-0.4,-1.0,9776.0,zephyr_prime_set
