,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
193,193,2020-07-24,348.9,25,1.0,▲,56.0,0.3,1.0,5655.0,loki_prime_set
17,17,2020-07-24,46.3,136,-0.8,▼,-5.0,-1.7,14.0,2148.0,titania_prime_set
193,193,2020-07-24,32.7,49,0.8,▲,-22.0,2.5,-19.0,15784.0,equinox_prime_set
193,193,2020-07-24,158.9,51,0.2,▲,12.0,0.1,15.0,11679.0,rhino_prime_set
193,193,2020-07-24,37.0,116,0.3,▲,-21.0,0.8,7.0,20228.0,mesa_prime_set
193,193,2020-07-24,165.9,48,-0.5,▼,32.0,-0.3,26.0,8114.0,ember_prime_set
193,193,2020-07-24,69.4,45,0.0,-,32.0,0.0,-18.0,11912.0,limbo_prime_set
193,193,2020-07-24,40.9,71,-0.5,▼,-54.0,-1.2,-9.0,26180.0,ivara_prime_set
193,193,2020-07-24,40.1,67,-0.2,▼,-15.0,-0.5,25.0,16909.0,chroma_prime_set
193,193,2020-07-24,96.7,31,-3.5,▼,19.0,-3.5,17.0,5864.0,nyx_prime_set
193,193,2020-07-24,180.9,25,0.0,-,34.0,0.0,-3.0,6621.0,frost_prime_set
193,193,2020-07-24,38.0,47,0.0,-,-16.0,0.0,-23.0,11044.0,trinity_prime_set
193,193,2020-07-24,75.4,24,-4.5,▼,5.0,-5.6,-13.0,9947.0,hydroid_prime_set
193,193,2020-07-24,59.6,67,0.5,▲,17.0,0.8,-15.0,11764.0,nova_prime_set
193,193,2020-07-24,150.2,77,-0.1,▼,40.0,-0.1,-22.0,15839.0,saryn_prime_set
193,193,2020-07-24,73.4,53,0.5,▲,36.0,0.7,3.0,12435.0,mirage_prime_set
193,193,2020-07-24,95.4,40,1.2,▲,29.0,1.3,3.0,8746.0,valkyr_prime_set
193,193,2020-07-24,141.8,24,0.7,▲,33.0,0.5,-18.0,7106.0,mag_prime_set
193,193,2020-07-24,143.3,59,1.9,▲,64.0,1.3,22.0,8742.0,ash_prime_set
193,193,2020-07-24,62.1,21,0.5,▲,39.0,0.8,-13.0,6628.0,zephyr_prime_set
193,193,2020-07-24,29.8,82,0.4,▲,-40.0,1.4,-2.0,20938.0,wukong_prime_set
193,193,2020-07-24,166.1,42,0.9,▲,38.0,0.5,17.0,8683.0,vauban_prime_set
193,193,2020-07-24,90.5,31,-1.0,▼,24.0,-1.1,-4.0,6677.0,banshee_prime_set
193,193,2020-07-24,50.1,29,0.2,▲,-14.0,0.4,1.0,7718.0,oberon_prime_set
193,193,2020-07-24,109.7,54,8.3,▲,-24.0,8.2,4.0,14221.0,nekros_prime_set
193,193,2020-07-24,168.2,57,-0.5,▼,11.0,-0.3,-11.0,10779.0,volt_prime_set
193,193,2020-07-24,29.3,50,-0.2,▼,-28.0,-0.7,-19.0,17262.0,atlas_prime_set
10,10,2020-07-24,114.5,269,-4.1,▼,-2.0,-3.5,-20.0,5505.0,inaros_prime_set
193,193,2020-07-24,46.9,36,0.5,▲,-50.0,1.1,7.0,8314.0,baza_prime_set
17,17,2020-07-24,30.9,24,-0.9,▼,1.0,-2.8,-13.0,622.0,pangolin_prime_set
17,17,2020-07-24,51.8,34,-0.7,▼,-2.0,-1.3,-11.0,886.0,corinth_prime_set
193,193,2020-07-24,78.5,12,-0.4,▼,16.0,-0.5,2.0,2331.0,boar_prime_set
193,193,2020-07-24,51.4,10,-5.0,▼,1.0,-8.9,-5.0,2373.0,boltor_prime_set
193,193,2020-07-24,8.0,16,-0.2,▼,-3.0,-2.4,1.0,3970.0,braton_prime_set
193,193,2020-07-24,8.0,8,-0.4,▼,6.0,-4.8,-1.0,2148.0,burston_prime_set
193,193,2020-07-24,56.9,7,-0.5,▼,21.0,-0.9,0.0,2652.0,cernos_prime_set
193,193,2020-07-24,59.5,10,0.6,▲,7.0,1.0,0.0,2398.0,latron_prime_set
193,193,2020-07-24,11.6,15,-0.4,▼,-3.0,-3.3,6.0,3626.0,paris_prime_set
193,193,2020-07-24,32.0,58,0.0,-,15.0,0.0,4.0,10862.0,rubico_prime_set
193,193,2020-07-24,37.6,29,0.6,▲,-16.0,1.6,6.0,4811.0,soma_prime_set
193,193,2020-07-24,17.0,28,-0.1,▼,-6.0,-0.6,10.0,4762.0,stradavar_prime_set
193,193,2020-07-24,27.6,13,0.0,-,1.0,0.0,1.0,2812.0,sybaris_prime_set
193,193,2020-07-24,41.5,12,1.0,▲,15.0,2.5,-8.0,3339.0,tiberon_prime_set
193,193,2020-07-24,39.5,16,1.3,▲,3.0,3.4,0.0,4422.0,tigris_prime_set
