,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
187,2020-08-10,50.0,30,2.0,▲,-9.0,4.2,4.0,2431.0,health_conversion
68,2020-08-10,34.0,39,1.1,▲,-10.0,3.3,-1.0,3928.0,galatine_prime_set
8,2020-08-10,44.3,85,1.3,▲,-11.0,3.0,-29.0,18125.0,chroma_prime_set
91,2020-08-10,32.5,11,0.9,▲,19.0,2.8,4.0,1031.0,snipetron_vandal_set
351,2020-08-10,58.3,13,1.4,▲,13.0,2.5,-20.0,1862.0,jolt
58,2020-08-10,36.8,22,0.9,▲,28.0,2.5,-19.0,7324.0,pyrana_prime_set
395,2020-08-10,49.7,40,1.1,▲,21.0,2.3,-12.0,2911.0,primed_reach
323,2020-08-10,33.2,17,0.7,▲,-5.0,2.2,-5.0,1750.0,shell_shock
279,2020-08-10,54.6,13,1.1,▲,0.0,2.1,-30.0,3202.0,high_voltage
42,2020-08-10,45.6,14,0.9,▲,23.0,2.0,-9.0,3656.0,tiberon_prime_set
