,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
109,2020-11-24,33.2,99,-0.3,▼,-5.0,-0.9,-99.0,12067.0,melee_riven_mod_(veiled)
25,2020-11-24,31.5,60,0.4,▲,-42.0,1.3,-37.0,35733.0,wukong_prime_set
9,2020-11-24,49.7,55,0.0,-,-13.0,0.0,-35.0,39467.0,mesa_prime_set
7,2020-11-24,33.5,80,-0.3,▼,-31.0,-0.9,-31.0,26658.0,equinox_prime_set
16,2020-11-24,50.0,35,0.0,-,-13.0,0.0,-29.0,19208.0,trinity_prime_set
10,2020-11-24,58.1,36,0.1,▲,4.0,0.2,-23.0,15532.0,ember_prime_set
326,2020-11-24,79.0,59,-1.8,▼,99.0,-2.2,-22.0,44051.0,arcane_energize
279,2020-11-24,47.3,11,0.0,-,-12.0,0.0,-18.0,4356.0,health_conversion
462,2020-11-24,54.2,11,1.0,▲,73.0,1.9,-15.0,4355.0,primed_fever_strike
28,2020-11-24,74.4,17,-0.5,▼,1.0,-0.7,-13.0,11992.0,oberon_prime_set
