,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
27,2020-07-28,103.3,241,-3.0,▼,-6.0,-2.8,-15.0,6501.0,inaros_prime_set
229,2020-07-28,42.8,169,0.5,▲,46.0,1.2,-27.0,24372.0,arcane_energize
1,2020-07-28,43.3,123,-1.2,▼,-9.0,-2.7,-3.0,2677.0,titania_prime_set
4,2020-07-28,35.7,116,0.0,-,-24.0,0.0,-36.0,20776.0,mesa_prime_set
7,2020-07-28,41.4,114,2.0,▲,-55.0,5.1,26.0,26539.0,ivara_prime_set
14,2020-07-28,150.3,84,0.7,▲,39.0,0.5,5.0,16153.0,saryn_prime_set
2,2020-07-28,33.2,80,0.3,▲,-20.0,0.9,16.0,16064.0,equinox_prime_set
98,2020-07-28,75.0,75,-2.1,▼,-6.0,-2.7,-1.0,2036.0,karyst_prime_set
97,2020-07-28,94.2,72,-2.3,▼,-6.0,-2.4,4.0,1756.0,panthera_prime_set
13,2020-07-28,58.2,71,-1.1,▼,16.0,-1.9,19.0,11992.0,nova_prime_set
