,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
197,197,2020-07-28,345.7,19,0.9,▲,54.0,0.3,-2.0,5742.0,loki_prime_set
21,21,2020-07-28,43.3,123,-1.2,▼,-9.0,-2.7,-3.0,2677.0,titania_prime_set
197,197,2020-07-28,33.2,80,0.3,▲,-20.0,0.9,16.0,16064.0,equinox_prime_set
197,197,2020-07-28,158.5,34,0.4,▲,12.0,0.3,6.0,11834.0,rhino_prime_set
197,197,2020-07-28,35.7,116,0.0,-,-24.0,0.0,-36.0,20776.0,mesa_prime_set
197,197,2020-07-28,164.0,47,0.5,▲,30.0,0.3,8.0,8278.0,ember_prime_set
197,197,2020-07-28,69.5,54,-0.4,▼,33.0,-0.6,28.0,12066.0,limbo_prime_set
197,197,2020-07-28,41.4,114,2.0,▲,-55.0,5.1,26.0,26539.0,ivara_prime_set
197,197,2020-07-28,39.3,65,-0.1,▼,-18.0,-0.3,24.0,17100.0,chroma_prime_set
197,197,2020-07-28,103.4,10,-0.1,▼,19.0,-0.1,-29.0,5986.0,nyx_prime_set
197,197,2020-07-28,176.9,47,-2.7,▼,30.0,-1.5,24.0,6739.0,frost_prime_set
197,197,2020-07-28,37.3,58,0.0,-,-18.0,0.0,-19.0,11272.0,trinity_prime_set
197,197,2020-07-28,69.0,17,-1.3,▼,1.0,-1.8,-12.0,10033.0,hydroid_prime_set
197,197,2020-07-28,58.2,71,-1.1,▼,16.0,-1.9,19.0,11992.0,nova_prime_set
197,197,2020-07-28,150.3,84,0.7,▲,39.0,0.5,5.0,16153.0,saryn_prime_set
197,197,2020-07-28,73.8,61,0.1,▲,38.0,0.1,-1.0,12690.0,mirage_prime_set
197,197,2020-07-28,96.7,50,0.2,▲,33.0,0.2,27.0,8883.0,valkyr_prime_set
197,197,2020-07-28,142.9,38,0.0,-,35.0,0.0,13.0,7237.0,mag_prime_set
197,197,2020-07-28,144.4,38,-0.5,▼,65.0,-0.3,-2.0,8919.0,ash_prime_set
197,197,2020-07-28,59.1,19,0.0,-,38.0,0.0,-18.0,6725.0,zephyr_prime_set
197,197,2020-07-28,28.2,88,0.0,-,-41.0,0.0,7.0,21314.0,wukong_prime_set
197,197,2020-07-28,165.7,29,-0.3,▼,36.0,-0.2,-10.0,8841.0,vauban_prime_set
197,197,2020-07-28,90.6,35,0.0,-,24.0,0.0,6.0,6806.0,banshee_prime_set
197,197,2020-07-28,53.6,24,1.2,▲,-10.0,2.3,0.0,7832.0,oberon_prime_set
197,197,2020-07-28,110.7,56,1.5,▲,-23.0,1.4,3.0,14446.0,nekros_prime_set
197,197,2020-07-28,165.0,40,0.0,-,8.0,0.0,-16.0,11002.0,volt_prime_set
197,197,2020-07-28,29.3,46,0.1,▲,-28.0,0.3,-15.0,17538.0,atlas_prime_set
14,14,2020-07-28,103.3,241,-3.0,▼,-6.0,-2.8,-15.0,6501.0,inaros_prime_set
197,197,2020-07-28,46.0,18,-0.4,▼,-53.0,-0.9,-16.0,8433.0,baza_prime_set
21,21,2020-07-28,29.6,31,-0.2,▼,-3.0,-0.7,2.0,724.0,pangolin_prime_set
21,21,2020-07-28,49.2,33,-0.2,▼,-6.0,-0.4,-13.0,1058.0,corinth_prime_set
197,197,2020-07-28,78.9,7,-0.5,▼,16.0,-0.6,-5.0,2379.0,boar_prime_set
197,197,2020-07-28,49.8,12,-2.0,▼,2.0,-3.9,-5.0,2425.0,boltor_prime_set
197,197,2020-07-28,7.1,18,-0.1,▼,-7.0,-1.4,11.0,4028.0,braton_prime_set
197,197,2020-07-28,6.9,11,-0.6,▼,3.0,-8.0,-1.0,2195.0,burston_prime_set
197,197,2020-07-28,53.8,18,-0.2,▼,17.0,-0.4,5.0,2714.0,cernos_prime_set
197,197,2020-07-28,60.1,8,-0.9,▼,7.0,-1.5,0.0,2433.0,latron_prime_set
197,197,2020-07-28,8.7,11,0.4,▲,-5.0,4.8,-8.0,3680.0,paris_prime_set
197,197,2020-07-28,30.3,52,-0.5,▼,11.0,-1.6,25.0,11035.0,rubico_prime_set
197,197,2020-07-28,37.1,29,-0.3,▼,-18.0,-0.8,8.0,4925.0,soma_prime_set
197,197,2020-07-28,14.2,39,-0.2,▼,-10.0,-1.4,12.0,4874.0,stradavar_prime_set
197,197,2020-07-28,27.4,12,0.0,-,0.0,0.0,1.0,2862.0,sybaris_prime_set
197,197,2020-07-28,42.8,12,0.5,▲,16.0,1.2,1.0,3393.0,tiberon_prime_set
197,197,2020-07-28,38.4,15,0.1,▲,3.0,0.3,-7.0,4490.0,tigris_prime_set
197,197,2020-07-28,108.9,9,0.5,▲,29.0,0.5,-19.0,3720.0,vectis_prime_set
197,197,2020-07-28,24.1,22,0.1,▲,-13.0,0.4,10.0,4490.0,zhuge_prime_set
197,197,2020-07-28,56.8,9,0.5,▲,23.0,0.9,-4.0,2492.0,akbolto_prime_set
192,192,2020-07-28,14.8,1,-0.2,▼,3.0,-1.3,0.0,1028.0,akbronco_prime_set
197,197,2020-07-28,32.5,15,-1.4,▼,-9.0,-4.1,-4.0,4458.0,akjagara_prime_set
196,196,2020-07-28,41.8,7,0.2,▲,-9.0,0.5,2.0,2041.0,aklex_prime_set
197,197,2020-07-28,67.8,20,-3.6,▼,-41.0,-5.0,1.0,6616.0,aksomati_prime_set
197,197,2020-07-28,96.0,11,-0.8,▼,18.0,-0.8,1.0,2775.0,akstiletto_prime_set
197,197,2020-07-28,133.5,6,-2.0,▼,11.0,-1.5,-3.0,1644.0,akvasto_prime_set
197,197,2020-07-28,38.9,6,0.4,▲,18.0,1.0,-8.0,2705.0,ballistica_prime_set
