,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
115,115,2020-05-07,288.9,33,-0.1,▼,21.0,-0.0,-13.0,3550.0,loki_prime_set
115,115,2020-05-07,33.8,82,-0.5,▼,-18.0,-1.5,-16.0,9281.0,equinox_prime_set
115,115,2020-05-07,159.3,58,-0.2,▼,14.0,-0.1,4.0,7399.0,rhino_prime_set
115,115,2020-05-07,35.9,129,0.0,-,-28.0,0.0,-11.0,11636.0,mesa_prime_set
115,115,2020-05-07,153.8,69,-1.9,▼,26.0,-1.2,20.0,4827.0,ember_prime_set
115,115,2020-05-07,66.6,37,0.4,▲,24.0,0.6,-25.0,8053.0,limbo_prime_set
115,115,2020-05-07,50.2,144,-1.9,▼,-51.0,-3.6,16.0,16766.0,ivara_prime_set
115,115,2020-05-07,36.0,112,4.2,▲,-20.0,13.2,-8.0,9274.0,chroma_prime_set
115,115,2020-05-07,94.0,34,0.8,▲,11.0,0.9,2.0,3484.0,nyx_prime_set
115,115,2020-05-07,176.9,42,0.9,▲,35.0,0.5,-10.0,4042.0,frost_prime_set
115,115,2020-05-07,110.4,68,0.0,-,12.0,0.0,4.0,6218.0,trinity_prime_set
115,115,2020-05-07,93.8,59,0.5,▲,10.0,0.5,-19.0,6033.0,hydroid_prime_set
115,115,2020-05-07,161.9,57,-0.7,▼,43.0,-0.4,10.0,6310.0,nova_prime_set
115,115,2020-05-07,149.0,62,0.0,-,37.0,0.0,-21.0,9599.0,saryn_prime_set
115,115,2020-05-07,73.3,64,0.3,▲,38.0,0.4,-1.0,7224.0,mirage_prime_set
115,115,2020-05-07,90.4,52,-0.9,▼,22.0,-1.0,-4.0,5090.0,valkyr_prime_set
115,115,2020-05-07,124.2,40,1.0,▲,15.0,0.8,-5.0,4161.0,mag_prime_set
115,115,2020-05-07,107.2,52,0.8,▲,34.0,0.8,9.0,5008.0,ash_prime_set
115,115,2020-05-07,57.7,40,-0.1,▼,34.0,-0.2,9.0,4114.0,zephyr_prime_set
115,115,2020-05-07,31.6,87,-0.1,▼,-38.0,-0.3,-83.0,12414.0,wukong_prime_set
115,115,2020-05-07,173.1,45,-0.5,▼,34.0,-0.3,2.0,5202.0,vauban_prime_set
115,115,2020-05-07,84.4,44,-0.9,▼,12.0,-1.1,-1.0,3987.0,banshee_prime_set
115,115,2020-05-07,39.9,43,-0.2,▼,-24.0,-0.5,7.0,4510.0,oberon_prime_set
115,115,2020-05-07,80.0,67,0.0,-,-38.0,0.0,-14.0,7982.0,nekros_prime_set
115,115,2020-05-07,189.7,49,-0.3,▼,24.0,-0.2,-3.0,6588.0,volt_prime_set
115,115,2020-05-07,30.4,105,-1.0,▼,-25.0,-3.2,50.0,11075.0,atlas_prime_set
115,115,2020-05-07,51.6,59,-2.4,▼,-36.0,-4.4,17.0,5254.0,baza_prime_set
115,115,2020-05-07,67.5,24,0.1,▲,7.0,0.1,11.0,1415.0,boar_prime_set
115,115,2020-05-07,47.8,19,0.0,-,-4.0,0.0,5.0,1447.0,boltor_prime_set
115,115,2020-05-07,6.7,18,-0.1,▼,-3.0,-1.5,-16.0,2441.0,braton_prime_set
115,115,2020-05-07,6.5,17,0.0,-,-1.0,0.0,12.0,1257.0,burston_prime_set
115,115,2020-05-07,50.9,13,-0.6,▼,11.0,-1.2,2.0,1576.0,cernos_prime_set
115,115,2020-05-07,52.9,16,-0.5,▼,2.0,-0.9,6.0,1307.0,latron_prime_set
115,115,2020-05-07,8.1,17,-0.1,▼,-8.0,-1.2,-8.0,2156.0,paris_prime_set
115,115,2020-05-07,20.5,68,0.1,▲,-1.0,0.5,7.0,5997.0,rubico_prime_set
115,115,2020-05-07,89.2,16,0.5,▲,15.0,0.6,2.0,2555.0,soma_prime_set
115,115,2020-05-07,12.7,31,0.1,▲,-14.0,0.8,14.0,2437.0,stradavar_prime_set
115,115,2020-05-07,19.6,24,-0.6,▼,-21.0,-3.0,9.0,1605.0,sybaris_prime_set
115,115,2020-05-07,39.0,14,-0.5,▼,15.0,-1.3,-3.0,2107.0,tiberon_prime_set
115,115,2020-05-07,29.5,28,0.5,▲,-14.0,1.7,9.0,2730.0,tigris_prime_set
115,115,2020-05-07,79.4,13,0.0,-,4.0,0.0,-1.0,2291.0,vectis_prime_set
115,115,2020-05-07,23.1,24,-0.5,▼,-10.0,-2.1,-5.0,2745.0,zhuge_prime_set
115,115,2020-05-07,49.5,14,1.1,▲,12.0,2.3,3.0,1458.0,akbolto_prime_set
