,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,276,2020-09-15,64.1,69,1.2,▲,75.0,1.9,32.0,7273.0,primed_continuity
1,314,2020-09-15,52.0,121,0.4,▲,69.0,0.8,-5.0,34062.0,arcane_energize
2,78,2020-09-15,170.2,58,0.6,▲,62.0,0.4,-13.0,10135.0,kronen_prime_set
3,0,2020-09-15,351.9,37,-1.5,▼,61.0,-0.4,8.0,7387.0,loki_prime_set
4,22,2020-09-15,138.9,41,-0.4,▼,55.0,-0.3,-9.0,11598.0,ash_prime_set
5,277,2020-09-15,64.2,19,1.8,▲,52.0,2.9,-8.0,4818.0,primed_flow
6,461,2020-09-15,97.1,27,0.6,▲,46.0,0.6,8.0,2928.0,primed_fever_strike
7,102,2020-09-15,55.8,25,0.9,▲,45.0,1.6,3.0,5765.0,imperator_vandal_set
8,80,2020-09-15,91.2,48,0.0,-,44.0,0.0,4.0,8752.0,nikana_prime_set
9,10,2020-09-15,79.6,63,0.0,-,44.0,0.0,15.0,15096.0,limbo_prime_set
