,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
356,2020-11-09,54.5,12,3.2,▲,62.0,6.2,-7.0,3344.0,primed_cryo_rounds
90,2020-11-09,40.2,10,1.9,▲,-22.0,5.0,-8.0,5442.0,tekko_prime_set
6,2020-11-09,31.4,95,1.0,▲,-49.0,3.3,-11.0,15222.0,titania_prime_set
79,2020-11-09,38.7,21,1.0,▲,33.0,2.7,0.0,10676.0,gram_prime_set
35,2020-11-09,41.3,21,1.1,▲,-4.0,2.7,-15.0,1389.0,stropha_set
167,2020-11-09,34.4,26,0.9,▲,4.0,2.7,-13.0,8378.0,growing_power
460,2020-11-09,78.1,13,1.9,▲,45.0,2.5,-22.0,5762.0,primed_reach
16,2020-11-09,48.8,62,1.2,▲,-17.0,2.5,11.0,18491.0,trinity_prime_set
92,2020-11-09,178.2,21,3.9,▲,34.0,2.2,0.0,4326.0,venka_prime_set
62,2020-11-09,44.0,10,0.8,▲,25.0,1.9,-8.0,4132.0,ballistica_prime_set
