,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
80,2020-04-01,64.1,121,-2.4,▼,-9.0,-3.6,21.0,3403.0,shedu_set
76,2020-04-01,33.2,33,-1.0,▼,-15.0,-2.9,20.0,1590.0,silva_and_aegis_prime_set
19,2020-04-01,48.1,148,-1.4,▼,-16.0,-2.8,36.0,7695.0,wukong_prime_set
95,2020-04-01,31.9,13,-0.9,▼,-1.0,-2.7,3.0,583.0,sancti_tigris
159,2020-04-01,35.7,84,-0.9,▼,4.0,-2.5,17.0,505.0,augur_secrets
6,2020-04-01,87.3,187,-2.0,▼,-27.0,-2.2,30.0,11169.0,ivara_prime_set
38,2020-04-01,34.1,23,-0.7,▼,11.0,-2.0,10.0,1453.0,tiberon_prime_set
178,2020-04-01,48.6,18,-0.9,▼,-3.0,-1.8,-1.0,143.0,health_conversion
73,2020-04-01,104.7,37,-1.7,▼,16.0,-1.6,9.0,2103.0,reaper_prime_set
58,2020-04-01,65.8,14,-1.0,▼,12.0,-1.5,6.0,579.0,ankyros_prime_set
