,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
361,2020-10-09,144.6,43,-28.5,▼,52.0,-16.5,38.0,2806.0,primed_cryo_rounds
389,2020-10-09,58.1,27,-10.8,▼,-15.0,-15.7,22.0,1266.0,primed_ravage
470,2020-10-09,139.4,66,-18.0,▼,62.0,-11.4,56.0,3404.0,primed_fever_strike
440,2020-10-09,145.5,35,-17.0,▼,44.0,-10.5,21.0,2472.0,primed_target_cracker
122,2020-10-09,71.5,31,-8.0,▼,3.0,-10.1,29.0,74.0,prisma_gorgon
149,2020-10-09,68.0,43,-7.5,▼,9.0,-9.9,39.0,1183.0,prisma_skana
167,2020-10-09,32.3,18,-2.0,▼,-1.0,-5.8,-4.0,7638.0,growing_power
42,2020-10-09,40.6,20,-2.3,▼,2.0,-5.4,7.0,3412.0,latron_prime_set
65,2020-10-09,36.3,23,-2.0,▼,8.0,-5.2,12.0,2809.0,sicarus_prime_set
277,2020-10-09,55.1,15,-2.0,▼,-7.0,-3.5,2.0,3611.0,health_conversion
