,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
231,2020-07-29,43.0,73,0.2,▲,47.0,0.5,-96.0,24445.0,arcane_energize
7,2020-07-29,41.4,78,0.0,-,-55.0,0.0,-36.0,26617.0,ivara_prime_set
8,2020-07-29,39.5,34,0.2,▲,-17.0,0.5,-31.0,17134.0,chroma_prime_set
10,2020-07-29,176.6,19,-0.3,▼,29.0,-0.2,-28.0,6758.0,frost_prime_set
27,2020-07-29,99.5,222,-3.8,▼,-7.0,-3.7,-19.0,6723.0,inaros_prime_set
2,2020-07-29,32.4,62,-0.8,▼,-21.0,-2.4,-18.0,16126.0,equinox_prime_set
13,2020-07-29,58.4,56,0.2,▲,17.0,0.3,-15.0,12048.0,nova_prime_set
403,2020-07-29,53.0,21,0.0,-,9.0,0.0,-14.0,3102.0,bullet_dance
16,2020-07-29,95.5,37,-1.2,▼,32.0,-1.2,-13.0,8920.0,valkyr_prime_set
110,2020-07-29,40.8,17,-0.5,▼,1.0,-1.2,-11.0,2543.0,secura_penta
