,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
110,2021-01-04,74.8,40,0.6,▲,4.0,0.8,33.0,222.0,ceti_lacera_blueprint
343,2021-01-04,31.2,118,-0.4,▼,12.0,-1.3,29.0,31684.0,arcane_grace
260,2021-01-04,32.0,110,-0.7,▼,-8.0,-2.1,29.0,4860.0,necramech_streamline
78,2021-01-04,55.8,44,-0.5,▼,-8.0,-0.9,20.0,5434.0,glaive_prime_set
158,2021-01-04,70.3,18,0.4,▲,40.0,0.6,14.0,1259.0,prisma_obex
149,2021-01-04,33.7,24,0.3,▲,0.0,0.9,14.0,3380.0,secura_dual_cestra
171,2021-01-04,31.9,31,-0.5,▼,-1.0,-1.5,12.0,9678.0,growing_power
6,2021-01-04,30.5,77,0.1,▲,-49.0,0.3,12.0,19311.0,titania_prime_set
425,2021-01-04,413.6,12,-0.9,▼,9.0,-0.2,9.0,2029.0,primed_chamber
490,2021-01-04,38.9,20,1.4,▲,50.0,3.7,9.0,7512.0,primed_reach
