,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
159,2020-11-13,32.4,10,2.3,▲,7.0,7.6,0.0,2447.0,vaykor_sydon
227,2020-11-13,32.8,23,1.4,▲,2.0,4.5,5.0,2424.0,critical_focus
169,2020-11-13,32.3,10,1.4,▲,57.0,4.5,-6.0,5108.0,energy_siphon
53,2020-11-13,133.6,12,5.5,▲,49.0,4.3,6.0,5774.0,vectis_prime_set
439,2020-11-13,56.4,11,2.3,▲,49.0,4.3,5.0,3094.0,primed_target_cracker
71,2020-11-13,130.9,12,4.5,▲,74.0,3.6,8.0,2456.0,ankyros_prime_set
157,2020-11-13,34.3,12,1.1,▲,2.0,3.3,8.0,4305.0,rakta_dark_dagger
55,2020-11-13,75.2,10,2.3,▲,33.0,3.2,-3.0,3912.0,akbolto_prime_set
62,2020-11-13,44.8,11,1.4,▲,24.0,3.2,-1.0,4178.0,ballistica_prime_set
6,2020-11-13,32.4,51,1.0,▲,-48.0,3.2,-23.0,15536.0,titania_prime_set
