,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-03-26,91.9,177,-0.2,▼,-24.0,-0.2,-5.0,10158.0,ivara_prime_set
19,2020-03-26,51.3,108,-1.0,▼,-11.0,-1.9,18.0,7028.0,wukong_prime_set
25,2020-03-26,45.4,64,0.0,-,-9.0,0.0,-45.0,6356.0,atlas_prime_set
3,2020-03-26,47.2,141,1.4,▲,-7.0,3.1,79.0,5823.0,mesa_prime_set
13,2020-03-26,137.8,99,0.0,-,25.0,0.0,25.0,5478.0,saryn_prime_set
1,2020-03-26,44.1,82,-0.6,▼,-4.0,-1.3,3.0,4880.0,equinox_prime_set
7,2020-03-26,35.7,84,-0.2,▼,-11.0,-0.6,16.0,4561.0,chroma_prime_set
5,2020-03-26,55.9,126,0.9,▲,12.0,1.6,-1.0,4308.0,limbo_prime_set
2,2020-03-26,151.6,54,-0.1,▼,9.0,-0.1,-29.0,4201.0,rhino_prime_set
23,2020-03-26,90.0,57,-0.8,▼,-28.0,-0.9,-2.0,4165.0,nekros_prime_set
