,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
223,2020-06-14,30.1,232,0.1,▲,21.0,0.3,135.0,17999.0,arcane_energize
6,2020-06-14,49.8,145,0.0,-,-48.0,0.0,36.0,21810.0,ivara_prime_set
7,2020-06-14,33.2,143,0.3,▲,-19.0,0.9,69.0,13250.0,chroma_prime_set
19,2020-06-14,33.5,119,-3.0,▼,-38.0,-8.2,-22.0,16652.0,wukong_prime_set
1,2020-06-14,31.3,106,-1.5,▼,-20.0,-4.6,38.0,12851.0,equinox_prime_set
23,2020-06-14,84.9,104,-0.2,▼,-46.0,-0.2,0.0,11690.0,nekros_prime_set
224,2020-06-14,31.4,102,-0.8,▼,14.0,-2.5,39.0,11081.0,arcane_grace
13,2020-06-14,146.1,95,-1.3,▼,34.0,-0.9,-1.0,12782.0,saryn_prime_set
3,2020-06-14,38.2,90,0.0,-,-24.0,0.0,-20.0,16043.0,mesa_prime_set
80,2020-06-14,39.2,80,0.3,▲,-14.0,0.8,37.0,8801.0,shedu_set
