,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
97,2020-06-14,30.6,14,0.6,▲,-1.0,2.0,6.0,1515.0,synoid_simulor
338,2020-06-14,80.9,12,1.4,▲,10.0,1.8,-10.0,895.0,jolt
288,2020-06-14,40.5,23,0.6,▲,7.0,1.5,10.0,759.0,blaze
54,2020-06-14,30.7,44,0.4,▲,24.0,1.3,-12.0,5507.0,pyrana_prime_set
259,2020-06-14,47.7,20,0.6,▲,6.0,1.3,-11.0,1705.0,hammer_shot
166,2020-06-14,46.2,15,0.5,▲,0.0,1.1,-5.0,1173.0,energy_conversion
88,2020-06-14,127.0,13,1.3,▲,-6.0,1.0,4.0,924.0,lato_vandal_set
7,2020-06-14,33.2,143,0.3,▲,-19.0,0.9,69.0,13250.0,chroma_prime_set
32,2020-06-14,58.3,15,0.5,▲,5.0,0.9,-1.0,1908.0,latron_prime_set
80,2020-06-14,39.2,80,0.3,▲,-14.0,0.8,37.0,8801.0,shedu_set
