,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-05-18,52.5,160,0.7,▲,-47.0,1.4,1.0,18386.0,ivara_prime_set
3,2020-05-18,35.0,125,-0.2,▼,-28.0,-0.6,-120.0,13259.0,mesa_prime_set
7,2020-05-18,33.7,115,-0.1,▼,-18.0,-0.3,-4.0,10473.0,chroma_prime_set
23,2020-05-18,78.4,102,-0.5,▼,-42.0,-0.6,24.0,9031.0,nekros_prime_set
1,2020-05-18,33.6,97,0.5,▲,-16.0,1.5,-59.0,10458.0,equinox_prime_set
73,2020-05-18,94.7,67,0.8,▲,9.0,0.9,33.0,3647.0,reaper_prime_set
25,2020-05-18,31.0,64,0.1,▲,-25.0,0.3,-40.0,12123.0,atlas_prime_set
13,2020-05-18,148.6,64,-0.2,▼,35.0,-0.1,-13.0,10615.0,saryn_prime_set
2,2020-05-18,159.8,61,0.6,▲,15.0,0.4,-43.0,8116.0,rhino_prime_set
80,2020-05-18,32.3,60,4.7,▲,-24.0,17.0,9.0,7298.0,shedu_set
