,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-05-18,52.5,160,0.7,▲,-47.0,1.4,1.0,18386.0,ivara_prime_set
23,2020-05-18,78.4,102,-0.5,▼,-42.0,-0.6,24.0,9031.0,nekros_prime_set
46,2020-05-18,91.8,42,0.1,▲,-36.0,0.1,-3.0,4394.0,aksomati_prime_set
26,2020-05-18,56.9,54,1.5,▲,-33.0,2.7,-7.0,5807.0,baza_prime_set
3,2020-05-18,35.0,125,-0.2,▼,-28.0,-0.6,-120.0,13259.0,mesa_prime_set
25,2020-05-18,31.0,64,0.1,▲,-25.0,0.3,-40.0,12123.0,atlas_prime_set
22,2020-05-18,39.6,26,-0.2,▼,-24.0,-0.5,-32.0,5002.0,oberon_prime_set
80,2020-05-18,32.3,60,4.7,▲,-24.0,17.0,9.0,7298.0,shedu_set
7,2020-05-18,33.7,115,-0.1,▼,-18.0,-0.3,-4.0,10473.0,chroma_prime_set
77,2020-05-18,54.2,17,0.0,-,-17.0,0.0,-21.0,2272.0,tekko_prime_set
