,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
330,2020-11-25,40.4,35,0.1,▲,21.0,0.2,-65.0,28374.0,arcane_grace
12,2020-11-25,33.1,68,0.5,▲,-85.0,1.5,-31.0,39805.0,ivara_prime_set
15,2020-11-25,60.9,33,0.1,▲,-10.0,0.2,-24.0,12949.0,frost_prime_set
20,2020-11-25,90.8,42,0.4,▲,55.0,0.4,-19.0,20914.0,mirage_prime_set
258,2020-11-25,50.5,16,-30.8,▼,-2.0,-37.9,-18.0,489.0,necramech_thrusters
32,2020-11-25,56.5,70,0.8,▲,-53.0,1.4,-18.0,24562.0,inaros_prime_set
59,2020-11-25,46.8,11,-0.3,▼,-71.0,-0.6,-17.0,9777.0,aksomati_prime_set
6,2020-11-25,31.6,75,0.0,-,-49.0,0.0,-17.0,16432.0,titania_prime_set
30,2020-11-25,174.9,28,0.3,▲,32.0,0.2,-15.0,19018.0,volt_prime_set
365,2020-11-25,59.3,11,2.0,▲,26.0,3.5,-15.0,5749.0,high_voltage
