,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,293,2020-11-25,83.8,14,1.1,▲,99.0,1.3,-10.0,9485.0,primed_continuity
1,329,2020-11-25,78.6,66,-0.4,▼,98.0,-0.5,7.0,44117.0,arcane_energize
2,0,2020-11-25,440.8,19,0.0,-,90.0,0.0,-8.0,8988.0,loki_prime_set
3,81,2020-11-25,188.2,31,-1.6,▼,76.0,-0.8,8.0,13092.0,kronen_prime_set
4,369,2020-11-25,68.9,32,2.1,▲,74.0,3.1,17.0,3568.0,primed_cryo_rounds
5,465,2020-11-25,54.3,17,0.1,▲,74.0,0.2,6.0,4372.0,primed_fever_strike
6,71,2020-11-25,133.8,12,4.6,▲,72.0,3.6,7.0,2542.0,ankyros_prime_set
7,294,2020-11-25,86.3,26,-0.4,▼,71.0,-0.5,3.0,6693.0,primed_flow
8,23,2020-11-25,150.2,34,0.4,▲,69.0,0.3,7.0,13954.0,ash_prime_set
9,19,2020-11-25,171.7,65,-1.1,▼,58.0,-0.6,17.0,26125.0,saryn_prime_set
