,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
100,2020-04-10,73.1,111,-9.0,▼,6.0,-11.0,108.0,384.0,prisma_grinlok
115,2020-04-10,63.9,100,-8.8,▼,0.0,-12.1,97.0,262.0,prisma_dual_cleavers
2,2020-04-10,151.5,123,-0.4,▼,9.0,-0.3,65.0,5457.0,rhino_prime_set
19,2020-04-10,40.6,140,-0.8,▼,-25.0,-1.9,58.0,9013.0,wukong_prime_set
186,2020-04-10,56.4,74,0.5,▲,15.0,0.9,44.0,719.0,primed_continuity
12,2020-04-10,158.1,101,1.0,▲,37.0,0.6,44.0,4602.0,nova_prime_set
187,2020-04-10,48.0,61,-0.6,▼,7.0,-1.2,39.0,501.0,primed_flow
5,2020-04-10,59.4,110,-0.3,▼,17.0,-0.5,33.0,6156.0,limbo_prime_set
11,2020-04-10,92.4,82,0.6,▲,5.0,0.7,31.0,4404.0,hydroid_prime_set
25,2020-04-10,37.5,134,-1.2,▼,-15.0,-3.1,30.0,8187.0,atlas_prime_set
