,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,270,2020-09-09,57.6,53,0.8,▲,72.0,1.4,-6.0,6918.0,primed_continuity
1,309,2020-09-09,50.4,97,0.1,▲,65.0,0.2,-39.0,32933.0,arcane_energize
2,72,2020-09-09,169.8,57,0.3,▲,62.0,0.2,-22.0,9726.0,kronen_prime_set
3,0,2020-09-09,349.9,24,-0.5,▼,58.0,-0.1,-10.0,7172.0,loki_prime_set
4,18,2020-09-09,140.4,68,-0.1,▼,58.0,-0.1,21.0,11305.0,ash_prime_set
5,271,2020-09-09,65.7,30,3.4,▲,54.0,5.5,6.0,4618.0,primed_flow
6,62,2020-09-09,90.0,19,0.1,▲,49.0,0.1,10.0,1906.0,ankyros_prime_set
7,96,2020-09-09,53.7,22,1.6,▲,42.0,3.1,-3.0,5622.0,imperator_vandal_set
8,352,2020-09-09,99.8,13,-1.0,▼,41.0,-1.0,-10.0,2361.0,primed_cryo_rounds
9,6,2020-09-09,78.7,49,1.0,▲,41.0,1.3,-2.0,14706.0,limbo_prime_set
