,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
320,2020-11-03,68.0,173,0.2,▲,96.0,0.3,-35.0,41516.0,arcane_energize
12,2020-11-03,34.7,67,-0.5,▼,-81.0,-1.4,-29.0,38035.0,ivara_prime_set
9,2020-11-03,48.5,69,-0.3,▼,-11.0,-0.6,-89.0,37399.0,mesa_prime_set
25,2020-11-03,33.6,64,-0.3,▼,-39.0,-0.9,-70.0,33802.0,wukong_prime_set
321,2020-11-03,44.2,82,0.0,-,25.0,0.0,16.0,26835.0,arcane_grace
31,2020-11-03,33.7,45,-0.3,▼,-32.0,-0.9,-31.0,25766.0,atlas_prime_set
19,2020-11-03,169.7,56,-0.7,▼,54.0,-0.4,-9.0,24810.0,saryn_prime_set
7,2020-11-03,34.3,102,-0.7,▼,-27.0,-2.0,29.0,24578.0,equinox_prime_set
13,2020-11-03,65.7,47,0.1,▲,15.0,0.2,-1.0,24484.0,chroma_prime_set
32,2020-11-03,60.9,107,-0.6,▼,-47.0,-1.0,7.0,22690.0,inaros_prime_set
