,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
156,2020-11-03,32.1,10,2.0,▲,3.0,6.6,-3.0,4182.0,rakta_dark_dagger
105,2020-11-03,66.2,14,2.0,▲,55.0,3.1,-2.0,6585.0,imperator_vandal_set
80,2020-11-03,77.3,13,2.0,▲,13.0,2.7,4.0,3090.0,kogake_prime_set
416,2020-11-03,58.3,13,1.5,▲,45.0,2.6,-14.0,4266.0,jolt
73,2020-11-03,37.3,16,0.9,▲,29.0,2.5,-7.0,5891.0,destreza_prime_set
358,2020-11-03,44.3,15,1.0,▲,56.0,2.3,0.0,3260.0,primed_cryo_rounds
48,2020-11-03,44.4,17,0.9,▲,-12.0,2.1,-14.0,8763.0,soma_prime_set
89,2020-11-03,47.9,12,1.0,▲,2.0,2.1,-5.0,6007.0,silva_and_aegis_prime_set
72,2020-11-03,51.2,11,1.0,▲,30.0,2.0,-10.0,5159.0,dakra_prime_set
136,2020-11-03,38.0,17,0.7,▲,-2.0,1.9,7.0,4421.0,secura_penta
