,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
295,295,2020-11-03,449.9,17,-0.5,▼,93.0,-0.1,0.0,8515.0,loki_prime_set
49,49,2020-11-03,21.5,53,0.7,▲,0.0,3.4,16.0,2386.0,dethcube_prime_set
49,49,2020-11-03,133.8,16,0.9,▲,21.0,0.7,4.0,587.0,wyrm_prime_set
49,49,2020-11-03,89.0,29,0.0,-,13.0,0.0,-14.0,1927.0,helios_prime_set
49,49,2020-11-03,78.1,29,-0.2,▼,12.0,-0.3,8.0,1292.0,carrier_prime_set
7,7,2020-11-03,122.2,301,-5.8,▼,1.0,-4.5,16.0,3352.0,nezha_prime_set
119,119,2020-11-03,33.2,83,-0.8,▼,-45.0,-2.4,-20.0,14638.0,titania_prime_set
295,295,2020-11-03,34.3,102,-0.7,▼,-27.0,-2.0,29.0,24578.0,equinox_prime_set
295,295,2020-11-03,194.8,41,0.0,-,43.0,0.0,-18.0,17511.0,rhino_prime_set
295,295,2020-11-03,48.5,69,-0.3,▼,-11.0,-0.6,-89.0,37399.0,mesa_prime_set
295,295,2020-11-03,59.1,70,-0.7,▼,7.0,-1.2,17.0,14219.0,ember_prime_set
295,295,2020-11-03,92.2,43,0.3,▲,53.0,0.3,-6.0,17385.0,limbo_prime_set
295,295,2020-11-03,34.7,67,-0.5,▼,-81.0,-1.4,-29.0,38035.0,ivara_prime_set
295,295,2020-11-03,65.7,47,0.1,▲,15.0,0.2,-1.0,24484.0,chroma_prime_set
295,295,2020-11-03,137.2,20,-0.3,▼,39.0,-0.2,-3.0,9135.0,nyx_prime_set
295,295,2020-11-03,62.8,81,-0.3,▼,-5.0,-0.5,1.0,11556.0,frost_prime_set
295,295,2020-11-03,46.4,48,-0.5,▼,-21.0,-1.1,5.0,18156.0,trinity_prime_set
295,295,2020-11-03,94.5,36,0.0,-,17.0,0.0,7.0,14045.0,hydroid_prime_set
295,295,2020-11-03,65.9,59,-0.3,▼,15.0,-0.5,4.0,19874.0,nova_prime_set
295,295,2020-11-03,169.7,56,-0.7,▼,54.0,-0.4,-9.0,24810.0,saryn_prime_set
295,295,2020-11-03,98.8,56,0.3,▲,66.0,0.3,-7.0,19731.0,mirage_prime_set
295,295,2020-11-03,104.6,38,1.3,▲,40.0,1.3,-14.0,13268.0,valkyr_prime_set
295,295,2020-11-03,149.4,32,0.2,▲,45.0,0.1,12.0,11221.0,mag_prime_set
295,295,2020-11-03,149.3,25,-0.5,▼,67.0,-0.3,1.0,13301.0,ash_prime_set
295,295,2020-11-03,72.2,33,-0.9,▼,47.0,-1.2,4.0,10444.0,zephyr_prime_set
295,295,2020-11-03,33.6,64,-0.3,▼,-39.0,-0.9,-70.0,33802.0,wukong_prime_set
295,295,2020-11-03,173.1,33,-0.9,▼,35.0,-0.5,-5.0,13446.0,vauban_prime_set
295,295,2020-11-03,95.6,28,-0.5,▼,35.0,-0.5,5.0,10506.0,banshee_prime_set
295,295,2020-11-03,75.2,33,-0.2,▼,4.0,-0.3,-4.0,11422.0,oberon_prime_set
295,295,2020-11-03,140.5,50,0.0,-,7.0,0.0,-21.0,21447.0,nekros_prime_set
295,295,2020-11-03,171.8,62,1.0,▲,29.0,0.6,16.0,17849.0,volt_prime_set
295,295,2020-11-03,33.7,45,-0.3,▼,-32.0,-0.9,-31.0,25766.0,atlas_prime_set
112,112,2020-11-03,60.9,107,-0.6,▼,-47.0,-1.0,7.0,22690.0,inaros_prime_set
295,295,2020-11-03,43.7,34,-1.3,▼,-65.0,-2.9,8.0,11878.0,baza_prime_set
7,7,2020-11-03,112.8,193,-5.1,▼,1.0,-4.3,28.0,1891.0,guandao_prime_set
49,49,2020-11-03,39.1,31,-1.0,▼,-6.0,-2.5,0.0,1246.0,stropha_set
49,49,2020-11-03,17.0,12,-0.4,▼,-5.0,-2.3,-1.0,653.0,stahlta_set
7,7,2020-11-03,119.4,91,-5.5,▼,1.0,-4.4,-15.0,1074.0,zakti_prime_set
119,119,2020-11-03,20.1,28,-0.5,▼,-19.0,-2.4,-2.0,4156.0,pangolin_prime_set
119,119,2020-11-03,40.3,41,-0.9,▼,-31.0,-2.2,2.0,6427.0,corinth_prime_set
295,295,2020-11-03,94.2,8,-0.2,▼,31.0,-0.2,-13.0,3576.0,boar_prime_set
