,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
57,2020-02-09,58.3,20,2.0,▲,1.0,3.6,6.0,447.0,vasto_prime_set
20,2020-02-09,104.6,59,3.5,▲,-7.0,3.5,4.0,1114.0,vauban_prime_set
17,2020-02-09,66.1,34,1.8,▲,-5.0,2.8,-17.0,1169.0,ash_prime_set
61,2020-02-09,210.4,11,5.0,▲,8.0,2.4,3.0,169.0,dual_kamas_prime_set
6,2020-02-09,117.4,134,2.5,▲,-7.0,2.2,-7.0,3692.0,ivara_prime_set
73,2020-02-09,87.9,14,1.7,▲,4.0,2.0,-26.0,671.0,reaper_prime_set
40,2020-02-09,41.1,33,0.7,▲,-3.0,1.7,1.0,492.0,vectis_prime_set
19,2020-02-09,58.2,98,1.0,▲,-1.0,1.7,-26.0,2361.0,wukong_prime_set
59,2020-02-09,36.0,21,0.5,▲,9.0,1.4,2.0,438.0,dakra_prime_set
71,2020-02-09,41.9,23,0.5,▲,2.0,1.2,1.0,510.0,ninkondi_prime_set
